Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
28.9,6.79,6.36,17.97,41.74,1,White Spot,Lime Treatment
26.9,8.01,4.18,24.49,53.67,1,White Spot,Lime Treatment
29.9,6.66,4.91,12.73,25.6,1,White Spot,Lime Treatment
31.6,7.42,4.05,22.83,37.44,0,None,None
24.4,8.42,4.31,9.0,17.17,1,White Spot,Lime Treatment
26.7,7.11,6.44,6.84,47.79,1,White Spot,Lime Treatment
30.4,7.27,4.36,18.08,11.52,1,White Spot,Lime Treatment
25.5,8.31,5.43,20.48,58.89,1,White Spot,Lime Treatment
28.2,6.93,6.97,17.42,14.9,0,None,None
26.1,7.15,5.14,21.23,28.41,0,None,None
28.7,6.71,5.91,21.95,30.48,0,None,None
24.9,7.68,5.57,18.27,25.27,1,White Spot,Lime Treatment
29.6,8.3,5.19,20.87,20.13,0,None,None
31.8,7.75,6.97,15.38,51.77,1,White Spot,Lime Treatment
31.4,7.64,5.49,14.55,14.59,0,None,None
28.7,8.22,6.83,17.96,31.65,1,White Spot,Lime Treatment
30.9,7.06,7.0,8.22,35.87,0,None,None
26.7,7.05,4.9,24.16,12.86,0,None,None
30.9,6.68,4.42,5.82,58.97,1,White Spot,Lime Treatment
29.6,8.32,6.47,17.39,25.92,1,White Spot,Lime Treatment
27.2,6.86,5.39,6.18,41.96,1,White Spot,Lime Treatment
29.3,7.68,6.45,15.29,19.37,0,None,None
28.6,8.4,5.04,9.2,44.35,0,None,None
26.4,6.97,5.81,19.63,49.44,0,None,None
24.6,7.48,6.72,5.33,57.27,0,None,None
29.8,7.87,6.33,10.39,38.8,0,None,None
24.4,8.15,4.12,14.62,56.48,1,White Spot,Lime Treatment
28.1,7.6,4.64,7.72,46.39,0,None,None
27.6,7.61,5.26,8.97,17.71,0,None,None
28.1,8.06,4.14,15.12,43.47,1,White Spot,Lime Treatment
25.1,6.86,6.52,18.13,43.66,0,None,None
25.1,7.81,5.57,20.47,10.91,1,White Spot,Lime Treatment
24.9,7.99,4.14,17.38,56.47,0,None,None
31.2,8.48,4.6,22.1,40.27,0,None,None
29.0,7.99,5.91,15.27,10.58,0,None,None
29.4,8.15,4.13,7.88,42.68,1,White Spot,Lime Treatment
24.2,8.42,5.06,17.37,11.31,0,None,None
25.2,6.64,4.22,14.41,52.84,1,White Spot,Lime Treatment
30.1,8.0,6.24,20.49,31.65,1,White Spot,Lime Treatment
27.3,7.04,6.86,18.65,38.32,0,None,None
25.6,7.0,4.82,12.58,40.49,0,None,None
24.4,6.8,5.68,6.28,13.34,1,White Spot,Lime Treatment
29.0,7.25,5.17,22.66,55.16,0,None,None
30.9,7.81,6.07,13.86,47.29,1,White Spot,Lime Treatment
25.5,6.55,5.62,24.59,23.63,0,None,None
31.1,8.43,6.0,18.91,54.64,0,None,None
31.0,6.89,6.04,6.13,49.89,1,White Spot,Lime Treatment
27.5,8.35,6.37,21.04,54.98,1,White Spot,Lime Treatment
27.2,6.74,6.17,12.97,19.34,0,None,None
32.0,6.95,5.76,10.67,47.98,1,White Spot,Lime Treatment
30.9,7.44,6.77,20.93,55.88,1,White Spot,Lime Treatment
27.7,6.58,5.4,6.21,38.84,0,None,None
24.4,7.75,5.18,16.21,38.12,0,None,None
26.0,7.63,5.39,6.93,14.35,0,None,None
28.1,8.08,4.96,10.54,59.1,1,White Spot,Lime Treatment
25.6,7.16,6.18,23.91,24.77,0,None,None
28.7,7.36,5.28,21.57,32.23,0,None,None
24.6,6.65,5.66,11.36,54.42,1,White Spot,Lime Treatment
30.9,6.99,4.44,24.47,18.95,1,White Spot,Lime Treatment
31.9,7.05,4.93,16.7,28.8,0,None,None
30.1,6.78,5.91,20.37,51.98,0,None,None
29.8,6.61,6.66,10.25,52.73,0,None,None
27.4,7.84,6.41,19.76,12.77,0,None,None
29.3,6.67,4.57,15.82,35.16,0,None,None
24.3,6.59,6.84,15.49,53.66,1,White Spot,Lime Treatment
30.2,8.37,5.3,17.66,26.61,0,None,None
24.7,7.55,5.2,19.66,50.8,0,None,None
27.9,7.74,5.62,15.63,45.12,1,White Spot,Lime Treatment
25.6,8.34,6.45,16.56,39.2,0,None,None
25.9,8.2,4.09,15.35,16.65,1,White Spot,Lime Treatment
30.4,7.51,6.01,19.45,31.19,1,White Spot,Lime Treatment
24.8,7.69,4.34,7.37,22.05,0,None,None
24.3,7.02,6.82,23.49,21.22,1,White Spot,Lime Treatment
32.0,7.45,5.94,11.58,52.11,1,White Spot,Lime Treatment
25.8,8.14,4.4,10.34,25.26,0,None,None
30.1,7.16,6.25,11.93,59.1,1,White Spot,Lime Treatment
30.2,8.08,6.91,24.28,36.3,1,White Spot,Lime Treatment
26.6,6.54,6.11,12.62,51.21,0,None,None
26.3,7.05,6.58,11.58,33.95,0,None,None
26.2,7.59,5.23,15.86,16.23,1,White Spot,Lime Treatment
30.5,8.23,6.97,6.25,53.39,0,None,None
24.2,7.28,6.32,5.56,46.81,0,None,None
28.8,7.4,6.33,10.55,57.59,1,White Spot,Lime Treatment
26.3,7.98,5.58,12.01,34.78,0,None,None
28.3,6.99,5.87,20.43,41.66,0,None,None
24.7,6.75,4.61,10.28,52.82,1,White Spot,Lime Treatment
31.4,7.02,6.61,8.71,30.17,0,None,None
24.6,8.25,5.91,20.17,33.1,0,None,None
25.1,7.49,4.55,8.77,29.92,1,White Spot,Lime Treatment
28.2,7.55,4.93,23.28,59.79,1,White Spot,Lime Treatment
29.5,6.51,4.12,7.85,58.29,0,None,None
27.3,7.27,5.75,15.2,53.55,0,None,None
24.5,7.52,4.29,20.4,36.98,0,None,None
29.8,7.22,5.14,23.83,59.83,0,None,None
25.1,7.98,4.5,19.83,31.18,1,White Spot,Lime Treatment
26.2,6.69,6.92,8.45,43.81,0,None,None
30.1,7.76,6.77,12.49,58.29,1,White Spot,Lime Treatment
24.3,7.86,6.24,17.66,38.69,0,None,None
28.5,7.87,4.34,16.21,51.67,0,None,None
24.3,8.41,4.01,7.58,29.55,0,None,None
27.0,8.03,6.6,5.87,36.91,0,None,None
27.1,7.75,4.02,19.08,22.72,1,White Spot,Lime Treatment
31.2,7.24,6.53,24.5,10.43,1,White Spot,Lime Treatment
27.7,7.27,5.74,21.32,10.39,1,White Spot,Lime Treatment
24.5,6.94,5.5,12.46,39.22,0,None,None
30.6,7.92,6.42,16.83,36.66,0,None,None
31.4,6.82,4.1,19.43,36.6,0,None,None
27.2,8.06,6.26,17.51,51.21,0,None,None
28.8,6.78,5.89,23.33,17.04,1,White Spot,Lime Treatment
28.0,8.11,5.13,15.56,15.16,1,White Spot,Lime Treatment
30.6,8.05,4.8,16.59,46.35,1,White Spot,Lime Treatment
29.3,6.72,6.37,20.41,12.78,0,None,None
26.0,7.34,4.79,16.06,57.53,1,White Spot,Lime Treatment
30.2,6.76,4.53,9.11,17.77,1,White Spot,Lime Treatment
31.3,6.88,6.2,21.52,22.56,1,White Spot,Lime Treatment
27.3,8.35,4.19,24.12,34.41,0,None,None
30.9,6.63,4.44,24.45,38.96,1,White Spot,Lime Treatment
29.0,8.42,6.76,19.93,57.93,1,White Spot,Lime Treatment
25.3,6.83,6.07,16.3,29.22,0,None,None
24.2,8.26,6.49,19.92,31.29,0,None,None
27.9,6.54,4.74,21.81,29.97,1,White Spot,Lime Treatment
29.0,8.32,6.92,19.66,51.36,0,None,None
28.6,6.64,5.39,8.71,12.17,1,White Spot,Lime Treatment
27.8,6.57,5.45,8.03,13.91,0,None,None
28.5,8.15,6.86,21.51,50.33,1,White Spot,Lime Treatment
27.2,7.21,5.82,17.69,42.88,1,White Spot,Lime Treatment
31.9,7.91,4.11,7.92,17.98,1,White Spot,Lime Treatment
24.3,7.03,6.59,24.97,28.1,0,None,None
29.2,7.11,4.31,20.15,27.64,1,White Spot,Lime Treatment
26.7,8.21,4.29,20.86,50.13,1,White Spot,Lime Treatment
27.4,6.65,5.24,10.0,27.5,0,None,None
31.2,7.12,5.09,21.42,38.26,1,White Spot,Lime Treatment
26.5,7.2,5.13,5.74,14.69,1,White Spot,Lime Treatment
29.2,7.71,6.64,16.75,20.6,1,White Spot,Lime Treatment
26.5,7.65,6.64,13.47,53.06,1,White Spot,Lime Treatment
27.9,6.88,6.45,19.89,19.04,1,White Spot,Lime Treatment
26.9,7.48,5.31,9.5,39.26,0,None,None
31.0,8.11,4.61,6.89,49.27,1,White Spot,Lime Treatment
30.6,7.72,6.14,5.85,22.64,1,White Spot,Lime Treatment
28.9,7.43,6.06,17.08,24.0,0,None,None
28.4,8.31,4.73,11.13,45.49,0,None,None
26.6,7.38,6.3,14.58,46.18,0,None,None
30.3,6.71,4.46,7.64,11.95,0,None,None
28.0,7.68,6.19,13.66,46.3,0,None,None
28.1,8.37,4.56,12.86,58.34,1,White Spot,Lime Treatment
29.8,8.25,5.98,15.68,41.34,1,White Spot,Lime Treatment
25.1,7.6,6.62,6.46,34.18,1,White Spot,Lime Treatment
31.9,7.03,4.22,11.61,10.38,0,None,None
27.3,6.51,6.43,15.42,52.61,0,None,None
29.3,7.73,6.17,8.22,21.29,1,White Spot,Lime Treatment
25.3,6.7,6.91,11.79,57.18,0,None,None
26.9,8.37,5.81,24.84,53.16,0,None,None
26.3,7.98,5.55,10.77,17.89,1,White Spot,Lime Treatment
24.4,7.78,6.89,22.32,53.97,1,White Spot,Lime Treatment
27.6,7.41,5.61,12.6,55.32,1,White Spot,Lime Treatment
31.0,6.88,5.46,11.58,47.59,0,None,None
27.8,6.9,6.28,7.12,49.37,0,None,None
29.7,6.71,5.59,7.73,19.84,1,White Spot,Lime Treatment
31.4,7.45,6.87,15.12,39.5,0,None,None
24.4,7.12,6.34,18.88,59.13,1,White Spot,Lime Treatment
26.4,7.63,6.82,12.56,13.87,1,White Spot,Lime Treatment
28.7,7.78,5.89,20.02,58.16,1,White Spot,Lime Treatment
24.5,8.39,5.98,8.65,41.85,1,White Spot,Lime Treatment
29.0,7.37,4.0,11.81,49.3,0,None,None
25.8,6.61,4.95,21.55,59.79,0,None,None
31.9,7.39,6.61,6.27,35.79,0,None,None
30.7,7.47,4.24,24.06,35.76,1,White Spot,Lime Treatment
24.4,6.85,4.94,8.46,20.01,1,White Spot,Lime Treatment
27.0,7.17,4.3,15.04,49.88,1,White Spot,Lime Treatment
30.3,7.99,6.58,13.88,57.11,0,None,None
27.8,7.71,4.64,22.0,21.42,1,White Spot,Lime Treatment
31.6,8.31,4.69,18.3,51.56,1,White Spot,Lime Treatment
30.1,8.05,5.22,10.95,36.32,0,None,None
31.4,8.09,5.35,9.99,13.57,1,White Spot,Lime Treatment
30.2,7.05,4.33,21.64,39.13,0,None,None
29.1,7.6,4.4,11.96,19.46,1,White Spot,Lime Treatment
31.3,8.14,6.63,10.01,51.99,0,None,None
24.2,6.51,4.66,17.4,24.16,1,White Spot,Lime Treatment
29.9,7.05,4.91,15.05,37.43,1,White Spot,Lime Treatment
29.7,7.97,4.79,16.09,46.84,1,White Spot,Lime Treatment
31.9,8.33,5.17,8.62,42.05,0,None,None
31.5,8.21,4.89,17.93,58.22,1,White Spot,Lime Treatment
31.5,7.04,6.43,10.21,43.89,0,None,None
30.4,8.02,6.02,20.72,44.6,0,None,None
25.3,8.05,6.43,17.81,43.5,0,None,None
31.3,6.98,4.44,21.7,22.95,0,None,None
26.4,7.8,4.21,15.28,41.37,1,White Spot,Lime Treatment
31.5,6.7,5.16,22.57,54.88,1,White Spot,Lime Treatment
24.0,8.41,5.17,21.59,30.76,1,White Spot,Lime Treatment
29.2,7.47,5.75,12.68,41.1,0,None,None
27.9,8.39,6.5,8.14,17.57,0,None,None
28.5,7.89,6.34,22.46,35.63,0,None,None
31.0,8.14,5.74,14.08,26.81,1,White Spot,Lime Treatment
31.9,6.83,4.4,16.08,36.34,1,White Spot,Lime Treatment
31.8,7.67,6.42,19.52,56.57,1,White Spot,Lime Treatment
28.2,8.43,4.83,15.19,21.48,1,White Spot,Lime Treatment
28.7,7.55,6.91,20.8,49.95,1,White Spot,Lime Treatment
25.8,7.79,5.37,19.56,53.61,1,White Spot,Lime Treatment
29.9,7.46,6.28,21.41,30.82,1,White Spot,Lime Treatment
26.9,7.79,6.51,14.39,41.54,1,White Spot,Lime Treatment
24.5,6.9,5.18,6.75,14.02,1,White Spot,Lime Treatment
27.0,7.42,6.68,10.01,56.23,1,White Spot,Lime Treatment
26.4,8.39,4.21,11.97,26.77,0,None,None
31.6,8.24,5.45,20.07,22.16,1,White Spot,Lime Treatment
26.8,7.86,4.59,15.79,11.91,1,White Spot,Lime Treatment
31.0,7.01,6.77,20.26,12.71,1,White Spot,Lime Treatment
29.1,6.51,6.22,22.16,43.46,1,White Spot,Lime Treatment
28.2,7.62,4.57,18.37,28.91,1,White Spot,Lime Treatment
27.5,7.23,6.17,7.65,43.17,0,None,None
24.1,7.48,4.18,11.1,41.53,1,White Spot,Lime Treatment
28.7,7.6,4.09,5.86,25.96,1,White Spot,Lime Treatment
31.0,7.1,4.58,5.6,18.42,0,None,None
30.6,8.46,6.72,11.51,38.21,0,None,None
24.9,7.93,6.44,13.66,52.04,1,White Spot,Lime Treatment
24.4,6.51,5.49,5.78,50.83,0,None,None
29.0,7.88,4.47,13.2,14.9,0,None,None
32.0,6.57,4.09,7.22,41.06,0,None,None
29.8,6.94,4.32,11.36,37.36,0,None,None
24.9,6.8,6.93,6.16,21.47,0,None,None
24.5,8.37,6.71,7.32,27.31,1,White Spot,Lime Treatment
25.9,7.72,5.32,15.48,12.43,0,None,None
28.4,7.08,5.33,22.29,22.25,0,None,None
29.1,7.62,6.84,6.2,14.46,0,None,None
29.6,6.57,5.5,23.09,49.04,1,White Spot,Lime Treatment
25.3,8.15,4.91,11.94,41.76,0,None,None
28.4,7.17,6.27,5.27,20.24,1,White Spot,Lime Treatment
26.2,6.76,5.27,15.29,16.72,0,None,None
24.2,6.79,4.77,7.54,49.44,0,None,None
26.2,8.02,4.04,22.31,14.57,1,White Spot,Lime Treatment
28.7,6.62,4.48,21.37,38.59,1,White Spot,Lime Treatment
26.4,7.46,4.07,7.96,44.26,1,White Spot,Lime Treatment
25.3,8.05,6.67,11.92,51.47,1,White Spot,Lime Treatment
28.6,7.15,6.12,20.99,10.23,0,None,None
30.7,7.02,6.36,24.66,53.83,1,White Spot,Lime Treatment
29.0,7.84,4.06,19.14,42.82,1,White Spot,Lime Treatment
31.6,8.35,4.12,17.22,58.3,1,White Spot,Lime Treatment
26.9,6.75,5.03,16.49,37.91,0,None,None
26.6,7.39,4.8,12.83,58.24,0,None,None
29.5,6.72,6.51,20.81,16.72,1,White Spot,Lime Treatment
29.5,7.9,6.36,8.02,16.66,0,None,None
28.7,8.25,6.88,18.75,44.81,0,None,None
30.2,8.34,4.7,11.02,33.98,0,None,None
31.8,8.21,6.24,12.51,30.72,1,White Spot,Lime Treatment
27.7,8.04,6.99,24.14,47.27,1,White Spot,Lime Treatment
31.1,8.43,4.69,20.41,51.68,1,White Spot,Lime Treatment
28.9,7.99,6.42,21.92,37.68,1,White Spot,Lime Treatment
31.5,7.57,6.62,24.93,50.54,1,White Spot,Lime Treatment
27.2,6.94,5.12,23.93,56.99,0,None,None
26.9,7.51,4.56,20.26,53.2,0,None,None
27.9,8.19,4.99,19.53,27.16,1,White Spot,Lime Treatment
24.3,8.04,5.14,6.18,54.18,1,White Spot,Lime Treatment
30.3,6.68,6.27,21.58,57.17,0,None,None
28.9,8.03,6.05,11.71,30.14,1,White Spot,Lime Treatment
28.8,7.96,4.47,14.8,11.3,0,None,None
24.5,6.81,6.74,16.48,53.27,1,White Spot,Lime Treatment
28.7,8.46,4.87,24.39,47.2,1,White Spot,Lime Treatment
30.3,6.72,4.02,6.34,59.59,1,White Spot,Lime Treatment
27.3,6.63,6.94,8.72,54.11,1,White Spot,Lime Treatment
24.2,7.35,4.52,21.98,54.6,1,White Spot,Lime Treatment
30.1,6.94,5.39,19.49,16.39,1,White Spot,Lime Treatment
27.7,6.81,5.16,6.92,37.22,0,None,None
27.6,8.37,6.18,12.91,20.12,1,White Spot,Lime Treatment
29.1,7.96,4.68,18.79,28.0,0,None,None
30.3,7.33,4.85,16.21,24.95,0,None,None
31.3,7.34,4.05,24.61,15.44,0,None,None
31.3,6.63,5.11,15.82,24.02,0,None,None
24.2,8.46,4.19,16.48,53.15,0,None,None
31.1,7.98,6.34,13.65,42.63,1,White Spot,Lime Treatment
26.7,7.78,6.78,21.76,35.96,0,None,None
28.2,7.99,5.89,7.15,45.31,1,White Spot,Lime Treatment
24.7,7.61,5.03,21.04,44.01,1,White Spot,Lime Treatment
24.4,7.16,6.71,9.62,58.32,0,None,None
24.3,6.86,4.05,19.99,27.63,0,None,None
25.1,8.06,6.38,14.52,14.64,0,None,None
31.1,7.37,4.89,22.08,51.57,1,White Spot,Lime Treatment
29.3,6.72,4.03,17.6,16.84,0,None,None
24.7,8.48,5.69,12.32,49.4,0,None,None
32.0,6.57,6.68,12.59,23.03,1,White Spot,Lime Treatment
25.8,8.07,6.97,5.06,43.17,0,None,None
25.6,8.5,6.5,10.67,14.04,1,White Spot,Lime Treatment
26.2,7.72,6.72,18.05,11.6,0,None,None
30.7,6.83,4.26,15.77,21.33,0,None,None
30.6,7.46,5.8,10.38,45.3,0,None,None
27.6,8.11,5.37,18.54,17.28,0,None,None
25.2,7.64,5.14,6.49,26.99,0,None,None
30.3,7.63,6.47,7.22,26.02,0,None,None
30.2,7.66,6.82,20.4,12.44,1,White Spot,Lime Treatment
25.8,7.82,4.28,19.93,53.5,1,White Spot,Lime Treatment
27.6,7.86,6.78,7.19,23.84,0,None,None
30.8,6.66,6.86,16.01,54.62,1,White Spot,Lime Treatment
29.3,8.11,5.97,6.69,20.9,1,White Spot,Lime Treatment
28.2,7.25,4.47,7.65,35.17,0,None,None
24.4,7.46,6.25,22.38,20.54,1,White Spot,Lime Treatment
24.2,6.93,6.05,22.52,11.23,1,White Spot,Lime Treatment
28.4,7.26,4.75,12.21,38.33,0,None,None
29.6,7.39,4.47,7.21,25.5,0,None,None
30.6,8.33,6.11,21.64,47.86,1,White Spot,Lime Treatment
31.4,7.57,4.85,22.16,18.07,0,None,None
25.9,6.68,4.98,7.25,57.77,1,White Spot,Lime Treatment
27.5,8.11,5.05,14.89,55.15,1,White Spot,Lime Treatment
28.8,8.22,6.7,12.84,20.2,1,White Spot,Lime Treatment
28.9,8.23,4.19,23.47,53.01,0,None,None
25.3,7.31,4.77,17.31,45.02,1,White Spot,Lime Treatment
24.8,7.31,5.85,8.63,24.73,0,None,None
28.6,7.06,4.84,6.8,38.1,1,White Spot,Lime Treatment
24.6,6.99,4.61,17.91,57.32,0,None,None
30.5,6.85,5.94,19.12,42.89,0,None,None
28.6,7.38,5.67,13.13,56.75,1,White Spot,Lime Treatment
29.6,8.2,5.48,21.92,21.83,1,White Spot,Lime Treatment
31.5,7.41,6.64,23.95,51.84,0,None,None
26.2,8.11,6.17,24.31,47.12,0,None,None
31.0,8.28,4.0,23.69,35.04,1,White Spot,Lime Treatment
25.8,6.84,4.2,23.75,39.02,0,None,None
24.3,6.8,5.43,18.22,20.05,1,White Spot,Lime Treatment
25.8,8.31,7.0,7.1,26.5,1,White Spot,Lime Treatment
30.2,7.13,4.15,11.07,36.39,1,White Spot,Lime Treatment
28.1,7.22,6.15,7.07,17.83,0,None,None
31.9,7.66,6.24,10.58,50.84,1,White Spot,Lime Treatment
31.6,7.37,4.64,23.76,20.16,1,White Spot,Lime Treatment
29.9,7.55,6.79,15.53,58.22,1,White Spot,Lime Treatment
28.4,8.5,4.83,8.8,37.56,1,White Spot,Lime Treatment
25.6,6.56,4.38,18.22,50.53,0,None,None
30.5,7.43,4.5,21.96,51.5,0,None,None
30.9,7.19,6.11,9.2,22.81,0,None,None
29.9,7.86,5.55,5.6,10.41,0,None,None
31.9,6.94,6.8,8.7,34.95,0,None,None
31.3,7.88,4.2,20.52,32.85,0,None,None
26.9,7.9,5.52,24.83,32.11,0,None,None
29.9,6.6,5.88,11.54,49.39,1,White Spot,Lime Treatment
28.4,7.7,6.05,21.32,44.47,1,White Spot,Lime Treatment
27.8,7.48,5.66,22.03,39.52,0,None,None
30.7,7.16,5.97,13.7,45.87,0,None,None
25.1,7.34,4.5,11.99,13.43,0,None,None
29.9,8.4,6.59,23.62,12.74,1,White Spot,Lime Treatment
28.2,6.95,4.07,11.71,27.59,1,White Spot,Lime Treatment
25.3,7.29,5.99,24.93,43.31,0,None,None
31.2,7.44,5.61,21.01,26.11,0,None,None
25.7,6.61,6.27,24.38,56.87,0,None,None
28.3,8.0,6.52,15.87,31.42,0,None,None
30.8,7.99,6.48,18.09,27.97,1,White Spot,Lime Treatment
25.1,6.93,5.05,11.38,59.55,0,None,None
24.9,7.37,6.02,15.49,48.76,0,None,None
27.4,7.06,6.04,7.82,47.84,0,None,None
24.8,7.29,5.65,8.66,22.46,0,None,None
30.3,6.71,6.15,13.43,30.49,1,White Spot,Lime Treatment
29.5,7.28,6.9,7.51,10.45,0,None,None
24.6,7.22,5.64,10.17,15.31,0,None,None
26.3,6.73,5.95,10.98,43.9,0,None,None
24.3,7.32,6.2,8.94,20.0,1,White Spot,Lime Treatment
29.1,7.4,5.9,13.27,18.39,1,White Spot,Lime Treatment
27.4,7.66,6.11,23.4,13.14,0,None,None
28.0,6.64,4.91,13.67,14.11,1,White Spot,Lime Treatment
29.4,8.09,4.06,10.89,24.64,0,None,None
31.8,6.92,4.39,18.31,46.05,0,None,None
30.4,7.05,4.54,24.57,13.7,0,None,None
27.8,6.92,4.93,21.54,45.55,0,None,None
26.0,8.19,5.14,20.8,35.1,1,White Spot,Lime Treatment
27.8,8.41,4.72,14.0,51.35,1,White Spot,Lime Treatment
31.9,8.0,6.62,15.72,32.37,0,None,None
25.4,7.4,5.98,14.75,20.98,1,White Spot,Lime Treatment
27.6,7.5,5.97,11.15,55.37,0,None,None
30.0,7.26,5.06,6.18,41.49,0,None,None
24.7,6.74,6.01,13.98,18.76,0,None,None
28.9,7.23,5.56,11.56,14.31,1,White Spot,Lime Treatment
29.5,7.35,5.69,14.53,46.6,0,None,None
25.7,7.2,4.4,18.1,31.63,1,White Spot,Lime Treatment
25.0,7.91,6.34,8.43,27.52,0,None,None
24.6,6.75,6.99,17.76,11.88,0,None,None
26.6,7.82,4.76,24.77,50.66,0,None,None
25.2,7.53,6.77,11.51,33.62,1,White Spot,Lime Treatment
31.2,7.38,5.11,14.93,47.53,0,None,None
24.2,8.31,4.87,16.84,29.72,0,None,None
31.6,8.17,6.73,10.29,33.44,0,None,None
27.4,6.88,4.57,16.09,50.43,0,None,None
28.8,8.34,6.11,22.65,44.84,1,White Spot,Lime Treatment
27.2,7.02,6.88,22.9,19.01,0,None,None
25.8,8.46,5.29,12.35,19.66,0,None,None
25.7,7.12,6.34,14.35,18.54,0,None,None
30.4,6.61,5.99,7.94,30.4,0,None,None
29.2,8.46,4.92,20.99,51.73,1,White Spot,Lime Treatment
27.7,6.77,5.28,9.41,56.7,1,White Spot,Lime Treatment
25.9,8.35,4.1,5.61,57.0,0,None,None
25.2,7.38,5.32,5.04,11.88,0,None,None
26.3,7.81,5.7,17.71,29.85,0,None,None
31.9,7.77,6.97,23.93,48.29,0,None,None
27.3,7.57,6.55,23.45,25.87,1,White Spot,Lime Treatment
26.2,8.31,5.93,23.21,15.27,0,None,None
30.9,6.81,6.83,8.32,27.03,1,White Spot,Lime Treatment
29.0,7.72,4.79,6.94,38.89,0,None,None
28.7,6.73,5.26,21.72,57.92,0,None,None
31.2,6.9,4.32,20.49,41.19,0,None,None
25.5,6.74,4.06,14.02,38.19,0,None,None
30.6,8.28,4.74,24.19,18.13,0,None,None
29.1,6.64,6.61,11.77,27.22,1,White Spot,Lime Treatment
25.3,7.26,4.96,6.5,26.28,0,None,None
24.8,7.68,5.53,24.99,27.67,1,White Spot,Lime Treatment
25.2,8.28,4.47,15.85,21.76,1,White Spot,Lime Treatment
25.7,7.78,4.93,13.75,37.76,1,White Spot,Lime Treatment
27.8,6.8,4.53,5.21,31.22,1,White Spot,Lime Treatment
27.0,7.66,4.38,9.69,26.81,1,White Spot,Lime Treatment
25.5,6.66,6.71,19.3,43.03,1,White Spot,Lime Treatment
29.2,8.25,4.89,16.96,50.32,1,White Spot,Lime Treatment
24.2,7.55,6.7,22.77,15.05,0,None,None
32.0,7.44,4.32,21.6,27.56,0,None,None
25.1,8.45,6.05,7.45,37.73,1,White Spot,Lime Treatment
27.2,8.4,6.6,14.92,30.41,0,None,None
31.8,7.5,5.4,14.68,19.09,1,White Spot,Lime Treatment
31.3,6.73,4.87,23.23,53.57,0,None,None
29.3,7.73,6.05,16.11,24.49,1,White Spot,Lime Treatment
26.2,7.61,5.79,12.15,33.36,1,White Spot,Lime Treatment
24.8,7.58,5.51,18.83,26.77,0,None,None
28.2,6.56,4.8,24.1,12.21,0,None,None
30.3,6.84,6.0,24.43,12.35,0,None,None
25.5,7.05,4.29,8.59,10.55,1,White Spot,Lime Treatment
31.4,8.48,4.69,11.32,58.83,1,White Spot,Lime Treatment
25.6,7.05,6.42,9.46,30.64,0,None,None
30.2,7.14,5.2,6.39,21.45,0,None,None
31.6,7.32,5.09,22.21,17.58,0,None,None
25.5,7.24,6.02,21.6,57.93,0,None,None
30.2,7.44,5.62,11.89,42.09,1,White Spot,Lime Treatment
31.1,8.35,6.97,10.52,53.82,0,None,None
28.8,7.2,4.43,17.67,36.11,0,None,None
27.6,8.2,4.54,24.31,32.21,1,White Spot,Lime Treatment
30.6,8.02,5.31,15.82,29.91,0,None,None
30.5,7.3,4.37,13.8,15.84,1,White Spot,Lime Treatment
29.8,6.53,5.9,19.0,44.58,1,White Spot,Lime Treatment
24.6,8.4,4.45,8.74,33.65,1,White Spot,Lime Treatment
24.1,7.94,6.8,5.03,55.81,1,White Spot,Lime Treatment
30.5,6.92,6.11,13.42,54.43,0,None,None
29.9,6.59,6.91,10.45,46.67,1,White Spot,Lime Treatment
27.5,8.02,4.92,19.37,28.93,1,White Spot,Lime Treatment
29.5,7.1,5.84,20.9,10.78,1,White Spot,Lime Treatment
30.2,8.03,4.64,7.43,54.69,1,White Spot,Lime Treatment
31.7,6.63,4.73,23.29,47.81,0,None,None
27.3,8.05,5.0,15.55,12.89,1,White Spot,Lime Treatment
31.9,6.64,4.02,24.25,13.76,1,White Spot,Lime Treatment
26.5,7.51,6.49,21.22,56.47,0,None,None
31.9,8.22,5.2,14.93,28.08,1,White Spot,Lime Treatment
26.6,8.01,6.03,20.74,52.5,0,None,None
30.8,7.99,5.74,10.73,35.7,0,None,None
27.6,7.8,4.34,20.58,22.49,1,White Spot,Lime Treatment
26.3,7.32,5.51,24.94,12.66,1,White Spot,Lime Treatment
28.4,6.79,5.84,7.5,48.51,0,None,None
24.4,7.84,5.06,7.05,15.87,1,White Spot,Lime Treatment
30.9,7.46,5.55,17.33,39.52,1,White Spot,Lime Treatment
30.9,6.8,5.96,14.02,18.25,0,None,None
26.0,8.0,4.65,20.12,44.2,1,White Spot,Lime Treatment
31.8,7.42,4.04,18.98,14.49,1,White Spot,Lime Treatment
24.0,8.49,5.37,15.96,26.36,1,White Spot,Lime Treatment
27.1,7.7,5.55,16.04,49.23,0,None,None
29.0,6.88,4.45,5.39,52.43,1,White Spot,Lime Treatment
31.6,6.77,6.19,13.8,20.92,0,None,None
26.2,7.82,4.34,15.43,26.15,1,White Spot,Lime Treatment
25.6,7.68,6.16,15.07,25.94,1,White Spot,Lime Treatment
30.6,8.05,6.21,6.38,50.48,0,None,None
27.8,6.82,4.52,8.58,59.5,0,None,None
31.3,7.82,5.58,15.36,25.58,1,White Spot,Lime Treatment
29.2,7.42,6.91,6.37,14.85,0,None,None
27.3,6.88,6.11,17.7,59.44,0,None,None
