Country,State,Supplier_Name,Species,Seed_Quality_Rating,Contact,Distance_km
Bangladesh,Mississippi,"Perez, Taylor and Davis",Milkfish,4,360.911.5377x37694,67.9
Vietnam,Florida,Taylor Group,Barramundi,3,+1-962-479-0844x028,173.7
India,Louisiana,"Silva, Craig and Delacruz",Salmon,3,687-447-9642,21.6
Indonesia,New York,Pennington-Brennan,King Prawn,4,+1-651-730-0754x144,48.3
Thailand,South Dakota,Anderson PLC,Seabass,4,592-944-7674x88818,105.3
India,Michigan,Boyer Ltd,Tuna,5,(349)755-2947x05713,42.5
Bangladesh,Idaho,"Stevens, Porter and Chapman",Black Tiger Shrimp,5,(808)284-6238x170,37.5
India,Tennessee,Brown-Mclaughlin,Salmon,4,001-247-404-4646x58245,79.1
Indonesia,Missouri,"Ryan, Peters and Mcgee",Cod,3,(711)857-6091x56371,95.7
Vietnam,Illinois,Walsh-Wilson,Rohu,3,2425468538,83.4
Indonesia,South Dakota,Mills Ltd,Milkfish,3,709.392.4238,158.8
Indonesia,Pennsylvania,Sanchez Inc,Trout,3,490.599.3410,43.8
Thailand,Massachusetts,Allen LLC,King Prawn,3,987.429.3235,127.4
Vietnam,North Dakota,"Torres, Ryan and Nelson",Salmon,5,970-399-6925,163.3
Indonesia,Montana,Crosby LLC,Cod,5,001-952-388-4944x884,66.5
Indonesia,Delaware,"Coleman, Underwood and Garrett",Seabass,3,(367)309-8203,102.5
Vietnam,North Carolina,Herring and Sons,Grouper,3,210.593.2732,176.1
Bangladesh,Vermont,Roberts-Marquez,Cod,3,(623)985-1258,55.4
Indonesia,Nebraska,Jones Group,Tilapia,3,(915)303-1961x54972,166.7
Indonesia,Colorado,Greer PLC,Vannamei,5,(557)791-6727x298,159.5
Vietnam,Arizona,"Barker, Burton and Flores",Milkfish,5,+1-375-209-2064x31000,140.9
Indonesia,Louisiana,Phillips-Bowman,Tiger Prawn,4,001-301-651-7418,188.6
India,Arizona,Nelson-Brown,Rohu,4,260.971.9372,63.6
Indonesia,New Hampshire,Castillo-Peters,Dungeness Crab,4,(468)268-0769,23.2
Indonesia,Iowa,Simmons-Meyer,Whiteleg Shrimp,3,001-668-328-4735x170,86.9
Thailand,Massachusetts,Barrett-Marshall,King Crab,3,245-969-4531x27482,88.2
Indonesia,Arkansas,Hall Ltd,Trout,5,911.738.2058,95.6
India,Oregon,"Hall, Dominguez and Mitchell",Seabass,4,001-391-261-0978x433,80.4
Vietnam,Washington,"Lynn, Briggs and Bishop",Cod,3,558-505-4443x9022,127.8
Indonesia,Connecticut,Fitzgerald Inc,Snow Crab,3,(958)709-0954x145,190.3
Bangladesh,Missouri,Adams-Reed,Dungeness Crab,3,+1-292-461-7182x2073,171.0
Bangladesh,New Mexico,"Thornton, Vasquez and French",Barramundi,3,(478)560-6698x8272,2.2
India,Florida,Anderson-Mcbride,Black Tiger Shrimp,3,001-202-632-0482x342,107.6
Bangladesh,North Carolina,Wilson-Mccarthy,Tiger Prawn,3,+1-838-872-2460x671,96.8
Indonesia,Virginia,Harrison-Daniels,Grouper,4,001-760-747-8900x3532,53.6
India,Ohio,Holmes PLC,Mud Crab,3,001-876-741-8352x99025,54.9
Vietnam,Arkansas,Carr Group,Salmon,3,573.861.2435x286,81.6
Indonesia,Massachusetts,May-Chase,Rohu,5,+1-850-249-3255,72.7
Thailand,Hawaii,"Salazar, Ortega and Shaw",Cod,5,419.993.7664x1036,54.0
Indonesia,Ohio,"Sanchez, Williams and Smith",Mud Crab,5,001-935-663-2530x130,196.6
Indonesia,New Mexico,"Hernandez, Rivera and Sloan",Dungeness Crab,3,499-739-0390,177.8
Thailand,Ohio,"Montgomery, Banks and Stephens",Snow Crab,5,618.904.7780,60.7
Vietnam,Alaska,"Morales, Nichols and Barrett",Banana Prawn,4,001-528-285-0943x24619,28.7
Thailand,South Carolina,"Goodwin, Cook and Jackson",King Prawn,4,604-813-7990x86282,93.4
Thailand,Arkansas,"Holmes, Andrews and Reynolds",Trout,4,648.399.4321,121.0
Vietnam,Virginia,Bautista-Sanchez,Banana Prawn,5,001-913-382-3016x316,168.0
Thailand,Oklahoma,"Turner, Ortiz and Johnson",Tiger Prawn,3,+1-324-999-1144x8808,36.8
Thailand,Kansas,Ruiz Group,Vannamei,5,001-672-547-0195x523,192.9
Vietnam,Minnesota,Berry Group,Freshwater Prawn,4,467.955.4819x058,75.0
Indonesia,New Hampshire,"Ward, Cohen and Ruiz",Catfish,4,530-393-4421x83034,85.5
Vietnam,Arizona,Mccall-Coleman,Dungeness Crab,3,762-704-9305,178.1
Vietnam,Ohio,Bell-Higgins,Barramundi,3,001-262-601-7492,54.0
Bangladesh,Oregon,Kennedy-Moss,Whiteleg Shrimp,3,+1-996-200-2888,164.8
Bangladesh,Tennessee,Alvarado Group,Tuna,4,548-715-4413x8119,117.8
India,Arizona,Moody-Allison,Rohu,4,756-990-2102,95.9
India,Maryland,Wilkinson LLC,Tuna,4,+1-898-597-5071x934,38.2
Indonesia,Idaho,White-Lin,Dungeness Crab,3,(585)443-7906x162,147.8
Indonesia,South Carolina,Park and Sons,Blue Swimmer Crab,3,(555)437-4935x3648,141.2
Bangladesh,Mississippi,"Mcdonald, Jackson and Wilson",Snow Crab,4,730-272-9570,85.8
Thailand,Illinois,"Gaines, Jackson and Guzman",Cod,5,(829)293-8689x97748,165.7
Vietnam,Pennsylvania,Austin and Sons,Catfish,3,(594)642-4295x347,14.4
Thailand,Alaska,Riddle-Payne,Rohu,3,667.883.2104x153,108.5
Vietnam,Louisiana,Warner PLC,Dungeness Crab,3,396-397-8223x4906,116.6
Bangladesh,Wisconsin,"Rose, Rivera and Harrison",Freshwater Prawn,4,(757)817-8870x218,75.8
India,Alaska,Soto Ltd,King Prawn,4,547.720.3301x580,194.0
Thailand,New Hampshire,Adkins-Williams,Milkfish,3,313-649-0936,4.0
Thailand,Idaho,Smith Inc,Salmon,4,961-501-6966x7523,151.2
Bangladesh,New Jersey,Wright-Taylor,Grouper,4,+1-611-542-7400x18516,164.5
Vietnam,Alabama,Vaughn-Riley,Whiteleg Shrimp,5,(717)414-6966,12.5
Vietnam,Georgia,Solomon-Douglas,Barramundi,4,661-639-6488x4292,176.7
India,Utah,Cunningham-Barnes,Dungeness Crab,4,537-986-4425,26.5
Indonesia,Georgia,Craig-Young,Vannamei,4,+1-725-556-2201x593,169.8
Thailand,Maine,Allen-Herrera,Trout,4,001-384-682-1250x7341,149.8
Bangladesh,Hawaii,"Harrison, Kelly and Smith",Pangasius,4,932.490.0271x51946,147.5
India,West Virginia,Moore Group,Dungeness Crab,4,(404)879-0435x623,63.0
Indonesia,Arkansas,Davis PLC,Rohu,5,001-779-380-2618x24878,83.5
Vietnam,Vermont,Robertson Group,Soft Shell Crab,4,(427)559-1106x759,179.7
Indonesia,North Dakota,"Walker, Quinn and Lambert",Cod,3,+1-774-802-5527,36.5
Vietnam,Virginia,Freeman Group,Whiteleg Shrimp,4,+1-483-967-5108x2460,93.8
Bangladesh,New Mexico,Bray Ltd,Rohu,3,001-736-922-3253x15682,197.6
Thailand,Pennsylvania,Brown-Schneider,Grouper,5,+1-659-431-9992x02180,110.5
Bangladesh,Georgia,Christensen and Sons,Dungeness Crab,4,439-481-1000,118.7
Vietnam,Hawaii,Hall-Pearson,Tilapia,4,2418164287,6.0
Thailand,Louisiana,Barnes-Adams,Mud Crab,5,001-925-956-7240x04287,23.4
Indonesia,Utah,Reynolds-Mcbride,Black Tiger Shrimp,4,967-267-5971,116.1
Thailand,Vermont,"Navarro, Wilson and Soto",Tiger Prawn,3,+1-978-694-1237x018,74.0
Indonesia,Nevada,Williams-Rodriguez,Rohu,3,226.492.4646x7798,48.5
Bangladesh,Colorado,Miller and Sons,Blue Swimmer Crab,4,+1-648-634-8540x62005,112.0
Bangladesh,Utah,Valenzuela Ltd,Soft Shell Crab,4,502-706-4297x374,122.8
Bangladesh,Mississippi,"Powers, Moore and Chavez",Whiteleg Shrimp,3,753.910.4439,186.0
India,Nevada,Webb-Gibson,Soft Shell Crab,4,(379)342-5424,37.9
Thailand,Indiana,Scott-Mueller,Black Tiger Shrimp,3,7487311698,111.5
India,Vermont,Mcdowell-Rogers,Snapper,4,(615)618-9720x85674,10.4
Vietnam,Texas,Myers Ltd,Cod,4,485.770.6937,62.5
India,Maryland,Buckley Inc,King Crab,4,001-521-892-5949,114.6
Thailand,Illinois,Cruz Ltd,Tiger Prawn,5,+1-891-656-6888x812,139.5
Thailand,Utah,"Conrad, Lynch and Dalton",Salmon,3,001-460-976-4439x658,57.3
Bangladesh,Nevada,Turner Group,King Crab,5,(274)802-3556x896,146.4
Bangladesh,Nebraska,"Duncan, Baldwin and Jordan",Tiger Prawn,5,+1-639-504-8881x9934,63.3
Bangladesh,Wyoming,"Johnson, Santos and Ortega",Pangasius,5,+1-658-595-9804,31.7
Vietnam,Kentucky,Contreras-Koch,Tilapia,3,(308)927-5854,79.4
Thailand,California,Martinez Group,Seabass,4,295-530-0976,12.7
Bangladesh,Colorado,Brooks-Duncan,Milkfish,5,(885)305-3584,107.4
Indonesia,Connecticut,Walsh Inc,Whiteleg Shrimp,4,(318)947-5011x286,15.9
India,Texas,"Torres, Oconnell and Mcintosh",Tuna,5,450.971.5264x638,198.6
India,Ohio,"Hall, Dunn and Johnson",Milkfish,5,772.777.3366,192.1
Thailand,Georgia,Schneider Group,Vannamei,5,001-898-800-8791x30105,20.5
Thailand,Utah,Tate PLC,Trout,4,+1-689-378-6163x549,87.1
Thailand,Rhode Island,Armstrong-Carpenter,Soft Shell Crab,4,536-506-6133x962,171.9
Bangladesh,Rhode Island,Reynolds-Potter,Trout,3,776-648-0962x86622,140.9
Thailand,Massachusetts,Johnson and Sons,Catfish,5,755-674-8181,68.5
India,Massachusetts,"Crawford, Armstrong and Johnson",Snapper,3,001-815-787-2990,22.0
Vietnam,New Mexico,Holder and Sons,Snow Crab,3,(640)442-8219,85.1
India,Kentucky,Brown-Brooks,King Crab,4,001-696-343-3539x935,134.6
Indonesia,Colorado,"Smith, Sullivan and Perkins",Grouper,4,901.224.4204,195.9
Bangladesh,Minnesota,"Duncan, Stewart and Thompson",Trout,5,884.259.5510,100.4
Bangladesh,Arkansas,"Jimenez, Davis and Anderson",Soft Shell Crab,3,5764079154,12.2
Indonesia,Kansas,Koch Inc,Carp,5,001-264-507-5733x5289,11.0
India,Mississippi,"Ortiz, Rogers and Hendricks",Milkfish,5,+1-625-815-3381,18.7
Indonesia,California,Cobb-Clark,Dungeness Crab,3,(437)628-0349x373,160.2
Indonesia,Louisiana,"Williams, Olson and Patton",Milkfish,3,(746)487-2661x3324,44.7
Vietnam,North Dakota,Guerrero Group,Milkfish,5,355.258.6302,12.9
Indonesia,Mississippi,Dixon-Collins,Banana Prawn,3,950.413.5761x76924,87.7
India,Tennessee,Collins Inc,Tiger Prawn,5,001-520-391-2783x547,159.1
Bangladesh,Virginia,Daugherty Ltd,Carp,5,001-581-999-0443x91457,177.6
Bangladesh,Illinois,Murray-Garrison,Blue Swimmer Crab,3,937-716-5936x2782,187.7
Bangladesh,North Carolina,"Hall, Bowers and Caldwell",Grouper,4,+1-473-221-4333x91575,133.1
Thailand,Missouri,"Banks, Alvarez and Fox",Pangasius,3,998.549.9942x8577,40.2
Bangladesh,Minnesota,Rivera-Good,Black Tiger Shrimp,5,001-891-983-3729x06001,35.6
Bangladesh,Wisconsin,Benjamin-Levine,Soft Shell Crab,4,+1-384-852-6455,141.9
Bangladesh,Washington,Boyd-George,Snow Crab,4,(246)441-8354x7778,160.9
Vietnam,Nebraska,Smith-Robertson,Rohu,5,001-695-338-2098x038,51.1
Bangladesh,Rhode Island,"Cabrera, Gross and Johnson",Mud Crab,5,708-420-2653x13622,196.5
Indonesia,Oklahoma,Martinez PLC,Cod,4,211-580-7934x88564,132.5
Vietnam,Wyoming,Li Inc,Cod,5,+1-570-675-1431x30498,69.0
Bangladesh,Georgia,Smith-Cruz,Pangasius,5,534-632-8298x047,10.4
Bangladesh,Alaska,Nelson PLC,Blue Swimmer Crab,5,(455)912-4384x45043,180.2
Vietnam,Wyoming,"Mitchell, Jones and Smith",Salmon,3,(463)522-8722x92712,116.0
India,Rhode Island,"Smith, Short and Farmer",Freshwater Prawn,5,(231)248-8837x2952,172.3
Indonesia,South Carolina,Franco-Phillips,Black Tiger Shrimp,3,001-329-279-6352x2771,154.3
India,Texas,Ortiz Group,Vannamei,4,(713)801-8021,111.8
Indonesia,Alaska,Anderson-Richardson,Soft Shell Crab,4,774.283.7905,45.7
Bangladesh,Ohio,"Ibarra, Smith and Potts",Snow Crab,4,001-209-915-8092x2118,194.5
Vietnam,Maine,Greene LLC,Snapper,4,409.903.8332x55894,18.0
Thailand,Nevada,Huynh LLC,Freshwater Prawn,4,001-242-299-3029x0580,82.9
Thailand,Massachusetts,Garcia-Walker,Black Tiger Shrimp,4,7678794472,181.2
India,Tennessee,Smith-Warren,Pangasius,3,+1-540-799-7965,54.7
Indonesia,Delaware,"Lindsey, Gallegos and Campbell",Dungeness Crab,3,+1-679-894-4877x697,103.4
Thailand,Kansas,Williams-Fletcher,Seabass,3,(571)584-5856x3132,57.0
Vietnam,Maryland,Torres-Johnson,Rohu,5,875-277-0890x478,44.9
Thailand,Maryland,Huff-Smith,Seabass,4,+1-931-651-9232x9247,14.0
India,New Jersey,Grant-Johnson,King Prawn,5,(209)929-3058x38431,171.5
India,West Virginia,Garcia and Sons,Rohu,3,250-894-4876,73.0
Indonesia,Delaware,Payne-Vargas,Seabass,5,901.236.0171x974,134.8
Thailand,Massachusetts,Bryan-Myers,Trout,5,001-790-948-9095x789,92.3
Indonesia,New Mexico,Knight-Brown,Dungeness Crab,3,001-692-591-1558,113.5
Bangladesh,North Carolina,"Martinez, Burns and Miranda",Tuna,5,525-396-7928x872,5.2
Vietnam,New Jersey,"Mathis, Nguyen and Dunn",Pangasius,3,+1-220-651-8140,179.3
Indonesia,Nebraska,Thomas-Adams,Blue Swimmer Crab,4,586.312.1987x150,172.6
Vietnam,Alaska,Jones and Sons,Banana Prawn,5,4115383558,85.4
Bangladesh,Iowa,Anderson-Davis,Cod,3,(405)313-9656,14.7
Bangladesh,Hawaii,Hess-Kaufman,Vannamei,4,+1-214-249-9056,69.8
Vietnam,Mississippi,Miller and Sons,Cod,5,912.727.4433x54425,141.9
Indonesia,Oklahoma,Mason-Clarke,Salmon,4,2722922436,52.2
Thailand,Arizona,"Ward, Smith and Matthews",Snapper,5,+1-285-359-4749x13032,83.1
India,Oklahoma,"Austin, Sawyer and Miles",Banana Prawn,5,428.367.8993,116.1
Bangladesh,Illinois,"Rivera, Quinn and Hernandez",Soft Shell Crab,3,+1-503-434-6160,46.9
Vietnam,Louisiana,"Morales, Pruitt and Huang",Cod,3,001-310-312-7609x8314,113.3
Thailand,South Dakota,"Cordova, Gomez and Alvarez",Trout,3,(655)303-6368x2756,189.1
Bangladesh,Mississippi,Grimes-Smith,King Crab,3,001-615-696-0288x344,115.9
Vietnam,Minnesota,Sanders-Cabrera,Barramundi,4,728.790.7313,5.6
Indonesia,Delaware,Collins-Burns,Snapper,3,+1-695-333-7415x205,3.4
Thailand,Montana,"Jordan, Alvarado and Marquez",Cod,5,+1-421-492-8165x5775,5.7
Indonesia,North Carolina,"Wilson, Harding and Schroeder",Black Tiger Shrimp,3,+1-507-302-0662x879,180.1
Indonesia,Texas,Carter-Wilson,King Crab,5,478-667-4394,29.7
Indonesia,Washington,"Sims, Vaughan and Bailey",Tilapia,4,+1-529-458-0198x253,183.8
Indonesia,Washington,Johnson and Sons,Freshwater Prawn,3,480-442-2363,70.8
Vietnam,Ohio,Richardson Ltd,Snow Crab,5,365.721.6249x211,91.2
Vietnam,Hawaii,Rivera-Perez,Tiger Prawn,4,286-313-6042x899,128.6
Vietnam,Colorado,Smith-Weaver,Pangasius,5,683-929-1350x37333,2.0
Indonesia,Massachusetts,Adams-Green,Tiger Prawn,3,491.900.5999x2910,109.5
Bangladesh,Pennsylvania,Sweeney LLC,Salmon,3,+1-247-914-0696x008,31.2
Thailand,Louisiana,Davis and Sons,Dungeness Crab,4,001-634-750-9028,64.1
Indonesia,Maine,"Flores, Wilson and Barron",Tilapia,4,(816)790-2431,50.5
Indonesia,Massachusetts,Sullivan LLC,Trout,3,+1-686-909-3838x2317,128.7
Vietnam,Illinois,Campbell PLC,Freshwater Prawn,3,+1-750-914-1795x2490,176.1
Thailand,Virginia,Marsh-Carpenter,Blue Swimmer Crab,3,001-547-699-0203x237,175.9
India,Alabama,Lewis Ltd,Blue Swimmer Crab,3,997-687-0579x619,17.1
Vietnam,Utah,Brown Ltd,Pangasius,3,989.561.0109,182.9
Bangladesh,Missouri,"Pham, Mason and Harris",Tilapia,3,453-207-7894x896,142.0
Vietnam,Georgia,Castillo LLC,Snapper,5,+1-992-941-1181x56112,106.2
Bangladesh,Alaska,Preston LLC,Tuna,4,4048042124,57.6
India,Texas,Morris Group,Soft Shell Crab,3,001-437-248-1758,183.3
India,Massachusetts,Nixon Inc,Freshwater Prawn,4,486-954-4634,121.4
Vietnam,Virginia,"Smith, Ramos and Hamilton",King Prawn,5,(616)520-1919x9786,62.2
India,New Mexico,Sutton-Brown,Milkfish,3,001-672-301-5993,110.0
Thailand,Michigan,Fuentes-Torres,Freshwater Prawn,3,695.854.5520x8243,154.7
Bangladesh,Montana,Scott Ltd,Snow Crab,4,(897)278-8758x2751,77.0
Vietnam,Maine,Galloway LLC,Seabass,5,936-820-4418,133.0
Indonesia,Louisiana,Mccarty-Carlson,Blue Swimmer Crab,5,776.819.0534x5099,41.4
Thailand,New Hampshire,Hernandez PLC,Barramundi,3,611-468-0908x0689,116.3
Indonesia,Missouri,"Murray, White and Avila",Snow Crab,4,548.663.3792x09561,145.5
India,West Virginia,"Hernandez, Brooks and Brewer",King Prawn,4,(436)303-3683,86.1
Bangladesh,Oklahoma,Erickson Inc,Banana Prawn,5,274-796-8229x021,41.7
Bangladesh,Mississippi,"Kelly, Sandoval and Spears",Carp,5,773.307.6402,49.6
Indonesia,Virginia,Summers-Nguyen,Black Tiger Shrimp,3,387.735.2604x7761,177.8
Bangladesh,Alaska,Mitchell PLC,Snapper,3,(645)387-5660,6.6
Vietnam,Kentucky,"Gibbs, Leon and Miller",Vannamei,3,964.548.4094x78371,66.8
Indonesia,Delaware,Ray PLC,Grouper,4,+1-562-567-4823x348,108.6
Thailand,Wyoming,Henderson-Blackburn,Tuna,5,001-689-647-9399x285,23.1
Thailand,Washington,Moore-Roman,Rohu,3,(947)704-2628,139.4
Vietnam,Indiana,"Gonzalez, Shah and Short",Vannamei,4,637-419-7428,63.1
India,Mississippi,"Curtis, Alvarez and Ortiz",Salmon,4,+1-201-392-7763x247,186.0
Thailand,Texas,Thomas-Hicks,Dungeness Crab,3,+1-539-686-1424x166,134.2
Bangladesh,Minnesota,"Lopez, Guerra and Gilbert",King Prawn,4,+1-962-586-2767x0722,197.3
Thailand,Montana,Martinez-Lopez,Dungeness Crab,3,645.757.6264,45.6
Vietnam,Vermont,Robertson Group,Dungeness Crab,3,216.425.2176x339,158.7
Vietnam,Delaware,Williams PLC,Cod,3,(754)781-9533,109.3
India,Arizona,Taylor-Oneill,Seabass,5,231-388-5848x87512,31.8
Vietnam,Arkansas,Schultz-Clark,Vannamei,5,(756)822-3098,119.8
Thailand,Washington,Ward-Beck,King Prawn,5,001-613-590-9475,97.3
India,Michigan,Sexton PLC,Banana Prawn,3,613-598-3723x6480,86.4
India,Arizona,"Smith, Rodriguez and Nelson",Soft Shell Crab,4,+1-629-204-6681x55556,129.7
Thailand,Ohio,Richardson-Quinn,Blue Swimmer Crab,5,(332)221-1030x81711,88.1
Thailand,Missouri,"Miller, White and Campbell",King Prawn,3,225.776.8614,11.8
Thailand,Michigan,Rivas Inc,Banana Prawn,4,586-240-0506x914,169.4
India,Virginia,Cruz-Johnson,Milkfish,5,559-262-8664x2307,146.0
Bangladesh,Mississippi,"Suarez, Gomez and Edwards",Carp,3,(488)493-0279x921,64.4
Thailand,Nevada,"Diaz, Green and Lyons",Dungeness Crab,3,+1-580-787-4852x450,139.3
Bangladesh,New York,"Bell, Preston and Melton",Black Tiger Shrimp,3,570-930-8765x80888,123.1
Bangladesh,Utah,"Kerr, Galloway and Roberson",Barramundi,4,2557073757,129.6
Thailand,New Hampshire,"Robinson, Miller and Brooks",Barramundi,3,6493961924,46.5
Vietnam,Wyoming,Noble Inc,Soft Shell Crab,3,996.262.5731,130.4
Indonesia,Wyoming,Mcdaniel-Smith,Salmon,5,661.568.0823,125.5
Indonesia,Nebraska,Terrell-Carter,Pangasius,4,822.727.7704,24.3
Vietnam,North Carolina,Thomas-Phillips,King Crab,5,7576732417,114.4
Bangladesh,Idaho,Frost LLC,Snapper,3,001-202-326-9631x274,133.8
Thailand,Idaho,Morgan-West,Tilapia,4,998-538-9022x56699,193.0
Bangladesh,Mississippi,Ellis Ltd,Black Tiger Shrimp,5,775-404-9490x3657,92.6
Vietnam,Alaska,Roy-James,King Prawn,3,2364461358,159.3
Vietnam,Kentucky,Wallace-Stanley,Barramundi,4,(682)408-7340,49.4
Bangladesh,California,Rhodes-Hunter,Catfish,3,245.529.8657x3141,137.3
Indonesia,Iowa,Valentine-Edwards,Blue Swimmer Crab,4,634.575.5336x744,79.9
Bangladesh,Florida,Holmes PLC,Tilapia,3,573.902.2195,170.7
India,Idaho,"Harris, Santiago and Hoffman",Banana Prawn,5,001-704-383-9753x839,140.7
India,New York,"Anderson, Blankenship and Reese",Freshwater Prawn,3,+1-757-728-3175x8683,164.6
Vietnam,Nebraska,Wilkerson Ltd,Tiger Prawn,5,908.347.5654,154.7
Vietnam,South Dakota,Martinez-Park,Trout,4,001-669-770-6330x022,63.1
Thailand,Mississippi,"Anderson, Leonard and Garza",Tuna,4,618-586-8621,40.9
Bangladesh,Alaska,Wells Ltd,Soft Shell Crab,3,319.372.3566,134.3
India,Virginia,Mcguire Ltd,King Prawn,3,403.410.5466x84153,54.8
Bangladesh,Minnesota,Jones Inc,Freshwater Prawn,4,359.240.6111,89.8
Thailand,Maryland,Wood Group,Tuna,4,973-618-7835,94.0
India,Michigan,Rogers-Wade,Soft Shell Crab,3,001-768-543-2601x419,13.0
Bangladesh,South Carolina,Wall-Lopez,Seabass,4,863-791-7653,4.9
Indonesia,Utah,"Sanchez, Crosby and Wagner",Freshwater Prawn,5,(570)318-7454,118.3
Thailand,Alabama,"Robinson, Ross and Lee",Carp,5,262-278-3696,41.5
Bangladesh,Connecticut,Rogers Ltd,Cod,5,544.518.8862x5198,82.0
India,Iowa,"Green, Schroeder and Watson",Banana Prawn,5,279-456-8304x7742,109.8
Vietnam,New Jersey,Calderon PLC,Banana Prawn,4,327.451.4096,58.2
India,Indiana,"Price, Wright and Valenzuela",Catfish,3,(956)304-3702x605,46.7
India,Massachusetts,Collins LLC,Carp,4,554-251-3240x783,6.5
Indonesia,Kansas,Martinez-Ford,Black Tiger Shrimp,4,(376)697-9346,153.1
Bangladesh,Hawaii,"Williams, Reilly and Duarte",Dungeness Crab,4,001-219-688-3984x739,192.4
Vietnam,Arkansas,Martin and Sons,Vannamei,3,5014097087,100.0
Indonesia,Arizona,"Smith, Phelps and West",Carp,3,395-273-3418,197.8
Indonesia,West Virginia,Mendoza Inc,Pangasius,3,585-437-3596,25.4
Indonesia,Wyoming,Powers and Sons,Snow Crab,5,(617)385-7352,166.1
Vietnam,Oklahoma,Bolton and Sons,Snow Crab,5,656-430-1840x14218,187.0
India,Arizona,Leblanc Inc,Tiger Prawn,4,232-679-7116x4145,9.5
Thailand,New York,Edwards-Carter,Catfish,3,+1-992-535-5784x119,86.1
Bangladesh,Louisiana,"Wilson, Roberts and Gallagher",Pangasius,5,6394633384,185.4
Bangladesh,New Mexico,"Brown, Hale and Le",Tiger Prawn,3,729.271.2696x96937,132.4
India,Tennessee,"Castillo, Murillo and Clayton",Snapper,4,724-200-9835x98843,29.8
Thailand,Kentucky,Hill-Wilson,Blue Swimmer Crab,5,+1-840-355-0297x9702,91.7
Thailand,South Carolina,Weiss-Stark,Black Tiger Shrimp,5,001-920-751-6321,81.7
Bangladesh,Oregon,"Torres, Barnett and Patterson",Mud Crab,4,963-503-7772x2801,82.1
India,Oklahoma,Hill-Hill,Blue Swimmer Crab,4,+1-631-346-3032x13608,111.6
India,South Carolina,Allen-Strong,Seabass,3,001-310-656-5769,190.5
Vietnam,Mississippi,Potter LLC,Milkfish,5,(248)467-3337x987,131.9
Thailand,Wisconsin,Thomas Inc,Salmon,3,001-263-420-0273x6547,133.4
India,Indiana,"Walsh, Thompson and Adams",Snapper,3,(747)710-1206,112.5
Bangladesh,Oklahoma,"Hamilton, King and Durham",King Crab,3,+1-765-717-9235x1879,99.9
Thailand,California,Walker Group,Whiteleg Shrimp,4,+1-583-434-4501x84645,53.9
Thailand,Louisiana,Hall-Cook,Tuna,4,281-499-0157,61.0
Indonesia,Idaho,Allen Inc,Salmon,5,617-876-2077x492,121.4
Thailand,New Jersey,"Lopez, Owens and Reeves",Banana Prawn,5,417-893-4430x46472,194.7
India,Washington,Golden-Grant,Milkfish,5,(960)507-7077,55.1
Vietnam,New Jersey,"Nichols, Nguyen and Small",Soft Shell Crab,4,474.980.3875x27083,28.7
Thailand,Tennessee,"Taylor, Gordon and Raymond",Vannamei,3,001-926-661-8767x4866,177.7
Indonesia,Massachusetts,Adams LLC,Freshwater Prawn,3,001-270-444-1738x4244,9.6
Indonesia,New Hampshire,Barry-Gonzalez,Tilapia,3,607-765-9046x4066,34.8
Bangladesh,Kansas,Murray-Moore,Cod,3,928.375.9052,168.3
Indonesia,Massachusetts,Thomas LLC,Milkfish,4,001-238-431-1952x45649,176.3
Bangladesh,Virginia,"Vaughan, Mays and Doyle",Soft Shell Crab,5,+1-966-370-3363x54000,106.7
Indonesia,Nevada,Alexander-Smith,Snow Crab,5,(437)250-9492,3.9
Thailand,Iowa,Goodman-Fleming,Trout,5,351.947.1022,99.5
Vietnam,Alaska,"Bradley, Campos and Rodriguez",Dungeness Crab,5,634-740-0506x970,106.0
Bangladesh,New Hampshire,Stevens-Martinez,Salmon,3,(978)396-4361,140.1
Bangladesh,Kansas,"Wood, Lee and Simmons",Vannamei,3,+1-678-657-1170x379,192.2
Indonesia,Maryland,White-Gray,Black Tiger Shrimp,5,628.587.3692x01471,155.2
India,Oklahoma,"Davis, Scott and Rogers",Snow Crab,5,001-948-508-1767,19.3
Thailand,Georgia,Gonzalez LLC,Tuna,4,001-826-853-4022x359,154.4
Thailand,California,"Davis, Holt and Love",Mud Crab,3,763.814.5094,31.6
Indonesia,Ohio,Francis LLC,Seabass,4,639-541-3581x69773,86.7
India,West Virginia,Gray PLC,Rohu,5,001-740-898-8504x00504,17.4
Indonesia,Oklahoma,Martin-Cardenas,Soft Shell Crab,4,001-471-470-2856,132.9
India,California,King and Sons,Milkfish,5,836.938.3198,151.7
Thailand,Missouri,Kennedy-Swanson,Dungeness Crab,4,466.277.9842x34887,181.4
Vietnam,Indiana,Evans-Contreras,Blue Swimmer Crab,3,734-293-4248x1157,66.8
Vietnam,Arkansas,"Jackson, Fletcher and Jones",Vannamei,3,9482699722,166.9
Vietnam,Idaho,Wright-Payne,Snow Crab,4,883-415-0795,75.9
Thailand,Kentucky,"Gomez, Wiggins and Martinez",Catfish,4,(281)935-4142x01192,156.8
India,Florida,Porter-Washington,Tiger Prawn,4,+1-413-284-6704x69980,22.9
Thailand,Kentucky,"Mathews, Long and Burnett",Carp,4,001-595-809-7368x96789,66.7
Vietnam,Kentucky,Pittman Group,Black Tiger Shrimp,5,228.253.7116x170,134.1
Indonesia,New Mexico,Berg-Smith,Rohu,4,648-856-6673,180.3
