Country,State,District,Latitude,Longitude,Climate_Zone,Season,Aqua_Type,Species,Suitability_Score
Vietnam,Kalimantan,North Thomaschester,9.2641,92.3201,Tropical,Summer,Fish,Trout,81
Indonesia,Nakorn Si Thammarat,Susanport,27.8744,81.8345,Subtropical,Summer,Crab,Snow Crab,90
Indonesia,Bihar,South Jamieland,21.9474,81.5077,Tropical,Summer,Prawn,Vannamei,43
Indonesia,Bihar,Conniefort,24.8197,92.9976,Tropical,Winter,Fish,Trout,98
Bangladesh,Java,South Robert,-6.8538,99.8191,Tropical,Summer,Crab,Soft Shell Crab,40
Thailand,Rayong,New Anitafort,-9.0596,83.1453,Tropical,Winter,Crab,Soft Shell Crab,68
Bangladesh,Bihar,Reedfort,29.0017,95.3972,Tropical,Winter,Crab,Snow Crab,46
Vietnam,Can Tho,South Justin,-9.0241,69.6232,Subtropical,Winter,Prawn,Banana Prawn,46
Thailand,Tamil Nadu,Port Lisaview,1.401,62.5808,Subtropical,Winter,Prawn,Freshwater Prawn,72
Indonesia,Andhra Pradesh,East Kaitlynfurt,24.9679,68.0243,Subtropical,Monsoon,Prawn,Whiteleg Shrimp,76
Bangladesh,Sylhet,Frankside,9.5748,85.076,Subtropical,Summer,Prawn,King Prawn,72
Indonesia,Sumatra,West Johnborough,-2.2598,87.2006,Subtropical,Winter,Crab,Snow Crab,40
Indonesia,Ca Mau,Kaylamouth,7.1213,88.207,Tropical,Winter,Crab,Blue Swimmer Crab,50
Thailand,Ca Mau,Smithville,15.0935,75.6243,Subtropical,Winter,Fish,Carp,90
Indonesia,Gujarat,Buckleybury,10.6822,69.0811,Tropical,Monsoon,Fish,Cod,48
Bangladesh,Gujarat,Amberside,11.7584,75.2783,Tropical,Monsoon,Prawn,King Prawn,53
Indonesia,Sumatra,Catherinemouth,6.1833,87.7375,Subtropical,Summer,Prawn,Freshwater Prawn,47
Bangladesh,Trat,Lake Josefort,12.6512,92.5523,Tropical,Summer,Fish,Milkfish,76
Vietnam,Bac Lieu,Charlesbury,15.7588,84.5634,Tropical,Summer,Fish,Grouper,42
Indonesia,Kalimantan,Lake Andremouth,1.4518,74.3613,Tropical,Monsoon,Prawn,Banana Prawn,56
Indonesia,Andhra Pradesh,Port Crystal,-4.972,66.3862,Tropical,Monsoon,Fish,Cod,67
Vietnam,West Bengal,North Seanfort,-1.1692,86.7431,Tropical,Summer,Crab,Dungeness Crab,84
Indonesia,Sylhet,East Jessicaberg,12.4159,80.5985,Subtropical,Winter,Prawn,Banana Prawn,43
India,Rayong,East Michaelfurt,7.7323,92.9937,Tropical,Winter,Fish,Tuna,56
India,Surat Thani,Port Samuelmouth,9.4531,86.6027,Tropical,Monsoon,Fish,Trout,47
Vietnam,Kerala,Port Elizabethstad,29.1306,81.1451,Subtropical,Winter,Prawn,Black Tiger Shrimp,61
India,Kerala,East Zacharymouth,1.9723,92.3072,Subtropical,Winter,Prawn,Whiteleg Shrimp,55
Indonesia,Barisal,Port Gordon,-6.7337,88.9633,Tropical,Monsoon,Prawn,Black Tiger Shrimp,49
Thailand,Java,Lake Erin,25.7773,84.7474,Tropical,Monsoon,Fish,Barramundi,69
Indonesia,Chittagong,East Evelynshire,-4.8604,68.7331,Tropical,Summer,Prawn,Whiteleg Shrimp,94
Indonesia,Bali,Lake Amyland,29.389,80.6643,Subtropical,Winter,Fish,Pangasius,92
Vietnam,Rajshahi,Riosmouth,8.1031,85.2312,Tropical,Summer,Prawn,Freshwater Prawn,56
Indonesia,Barisal,Victorfort,21.1167,87.8193,Tropical,Monsoon,Fish,Salmon,99
Indonesia,Gujarat,Lake John,16.3661,96.2118,Tropical,Monsoon,Fish,Carp,75
India,Bac Lieu,Samanthahaven,-2.3542,89.0379,Tropical,Summer,Crab,Mud Crab,97
Vietnam,Kerala,Dakotastad,24.9983,77.1304,Tropical,Summer,Prawn,Black Tiger Shrimp,51
Bangladesh,Rayong,Nicoleton,24.287,68.5561,Subtropical,Monsoon,Fish,Rohu,91
Bangladesh,Barisal,East Angelica,23.4,87.8902,Tropical,Summer,Crab,Snow Crab,73
Thailand,Java,Jenniferton,10.6488,87.5586,Tropical,Monsoon,Fish,Catfish,88
India,Sylhet,North Maria,0.3863,96.0954,Tropical,Summer,Fish,Trout,40
India,Chittagong,Conniestad,-5.8825,92.0237,Tropical,Monsoon,Crab,Blue Swimmer Crab,81
Thailand,Khulna,Michaelmouth,18.3067,72.9399,Subtropical,Winter,Fish,Snapper,51
Thailand,Bihar,South Ericachester,15.1458,86.7959,Tropical,Monsoon,Fish,Catfish,67
India,Kerala,New Jamesmouth,23.0891,87.7337,Subtropical,Monsoon,Fish,Rohu,91
India,Can Tho,Perkinsmouth,13.2671,62.6945,Subtropical,Summer,Fish,Grouper,52
Bangladesh,Rayong,Jimberg,-9.1291,78.0544,Subtropical,Summer,Prawn,Banana Prawn,62
Bangladesh,Khulna,Riosport,4.8697,68.524,Subtropical,Summer,Fish,Seabass,45
Indonesia,Barisal,East Jon,0.0986,94.239,Subtropical,Winter,Prawn,Black Tiger Shrimp,95
Indonesia,Nakorn Si Thammarat,North Jorgefurt,12.1814,62.7626,Tropical,Monsoon,Prawn,King Prawn,40
Indonesia,Tamil Nadu,Moranfurt,29.3441,96.2226,Subtropical,Winter,Fish,Tilapia,61
Indonesia,Chonburi,Lake Laura,-7.6497,68.0356,Tropical,Monsoon,Fish,Seabass,99
Bangladesh,Chonburi,East Susan,24.7086,99.0479,Subtropical,Monsoon,Crab,Snow Crab,71
Vietnam,Trat,Jonathanfort,14.6358,86.944,Tropical,Winter,Fish,Cod,60
India,Soc Trang,Evansfurt,18.1884,93.8616,Tropical,Winter,Crab,King Crab,95
Vietnam,Soc Trang,Williestad,7.3248,79.2611,Subtropical,Monsoon,Fish,Carp,46
Bangladesh,Kerala,Wallaceburgh,1.7077,80.7605,Tropical,Winter,Prawn,Tiger Prawn,96
Vietnam,Barisal,South James,25.4684,85.1799,Subtropical,Summer,Fish,Seabass,100
Indonesia,Kerala,North Larry,10.078,82.5087,Subtropical,Winter,Crab,Snow Crab,70
Bangladesh,Rayong,Mcgeeview,22.8209,68.1292,Subtropical,Monsoon,Crab,Blue Swimmer Crab,78
Indonesia,Chonburi,Riveramouth,3.437,84.5825,Tropical,Winter,Fish,Trout,55
Indonesia,Surat Thani,Mcintoshside,22.0253,63.0036,Subtropical,Winter,Fish,Trout,75
Indonesia,Soc Trang,Gregoryborough,26.7423,95.7041,Tropical,Summer,Fish,Tuna,51
Indonesia,Java,Port Alicia,4.3832,86.1087,Subtropical,Monsoon,Prawn,Black Tiger Shrimp,74
India,Sumatra,Jadeside,-5.4914,81.9044,Tropical,Summer,Crab,Snow Crab,68
India,Rayong,Jamesmouth,6.043,71.5809,Tropical,Summer,Fish,Trout,72
Vietnam,Bihar,Claudiaberg,23.1646,88.3391,Tropical,Summer,Crab,Soft Shell Crab,82
Thailand,Sumatra,Melissaside,20.9836,63.0989,Subtropical,Monsoon,Fish,Tuna,84
India,Odisha,New Dannyshire,1.4578,89.7509,Tropical,Winter,Fish,Grouper,98
Bangladesh,Kerala,Smithport,8.0312,73.0523,Subtropical,Summer,Prawn,Vannamei,68
Thailand,Kalimantan,Zacharyburgh,23.0667,79.1669,Subtropical,Winter,Crab,Snow Crab,62
Bangladesh,Surat Thani,Morrishaven,-2.5827,71.7618,Subtropical,Summer,Prawn,Tiger Prawn,58
Indonesia,Mekong Delta,Tashafurt,-3.039,71.8378,Tropical,Monsoon,Fish,Tilapia,99
India,Rajshahi,Kimberlyfurt,6.2249,73.4595,Subtropical,Monsoon,Crab,Mud Crab,55
Indonesia,Kerala,Jeffreybury,22.359,96.3199,Tropical,Summer,Fish,Cod,80
Bangladesh,Gujarat,East Robertville,12.1353,86.3377,Tropical,Monsoon,Prawn,Vannamei,54
India,Surat Thani,West Pennymouth,25.1245,76.9478,Tropical,Monsoon,Fish,Tilapia,52
India,Ca Mau,Gabrielafurt,22.1306,89.5967,Tropical,Monsoon,Fish,Pangasius,89
Indonesia,Khulna,Luiston,16.1218,61.7403,Tropical,Winter,Crab,Mud Crab,57
India,Can Tho,Calvinmouth,2.5798,83.6999,Subtropical,Winter,Fish,Seabass,56
Thailand,Kalimantan,Fieldston,26.3572,98.3783,Subtropical,Summer,Fish,Salmon,78
Thailand,Soc Trang,Gregorymouth,14.8123,94.3639,Tropical,Summer,Crab,Snow Crab,58
Vietnam,Rayong,Robbinstown,15.4454,97.6735,Tropical,Summer,Prawn,Tiger Prawn,60
Bangladesh,Andhra Pradesh,Martinbury,24.7949,60.6298,Subtropical,Monsoon,Crab,Dungeness Crab,62
Thailand,Gujarat,Nelsonshire,17.6495,60.9166,Subtropical,Winter,Fish,Pangasius,47
Indonesia,Bihar,Michellemouth,8.8548,98.5331,Subtropical,Monsoon,Fish,Rohu,64
Bangladesh,West Bengal,West Kayla,-6.2156,90.5057,Subtropical,Monsoon,Prawn,Banana Prawn,66
Vietnam,Kerala,Jacksontown,-9.3657,93.6118,Subtropical,Winter,Fish,Carp,78
Vietnam,Rayong,Rodriguezchester,-8.7215,66.1184,Tropical,Winter,Fish,Pangasius,50
Indonesia,Surat Thani,Hilltown,2.8469,69.498,Tropical,Monsoon,Crab,Dungeness Crab,99
India,Rajshahi,Roweburgh,21.7838,98.5147,Subtropical,Monsoon,Prawn,Freshwater Prawn,83
India,Khulna,West Geraldtown,-9.3744,75.0381,Subtropical,Monsoon,Crab,Mud Crab,73
Thailand,Bac Lieu,Robertfort,16.8165,87.8261,Subtropical,Winter,Prawn,Black Tiger Shrimp,47
Bangladesh,West Bengal,Lake Raymond,-4.5606,88.3709,Subtropical,Monsoon,Fish,Grouper,84
Indonesia,Kalimantan,North Erika,0.5342,93.5451,Subtropical,Summer,Crab,Snow Crab,62
Vietnam,Trat,Wilsontown,14.6015,75.9026,Subtropical,Summer,Fish,Tilapia,70
Thailand,Mekong Delta,Roseshire,7.8878,95.8806,Tropical,Monsoon,Crab,Snow Crab,57
Indonesia,Bac Lieu,East Jack,-5.6074,71.3021,Tropical,Winter,Fish,Pangasius,69
India,West Bengal,Jeffreyport,26.9227,84.6713,Subtropical,Summer,Prawn,Vannamei,75
Vietnam,Chittagong,Brandonview,-5.5059,76.424,Subtropical,Summer,Crab,Mud Crab,88
Thailand,West Bengal,Kennethtown,24.5728,85.0923,Tropical,Winter,Crab,Mud Crab,47
Thailand,Chittagong,Brockland,4.8879,76.1986,Tropical,Summer,Fish,Seabass,55
India,Ca Mau,Garrettchester,8.37,75.1027,Subtropical,Winter,Fish,Cod,71
India,Chittagong,South Carolyn,-7.3186,61.9527,Tropical,Summer,Fish,Carp,75
Vietnam,Rayong,Laneberg,20.5067,69.416,Subtropical,Summer,Prawn,King Prawn,73
Thailand,Bali,Danielshire,4.6888,83.0474,Subtropical,Winter,Fish,Cod,52
India,Rayong,East Nathan,-0.0726,75.5128,Subtropical,Summer,Fish,Tuna,45
Vietnam,Odisha,North Matthew,27.7638,79.4181,Subtropical,Summer,Prawn,Banana Prawn,85
Vietnam,Bihar,East Robert,29.1945,85.5353,Subtropical,Winter,Prawn,King Prawn,59
Bangladesh,Chonburi,Lake Tracy,-2.2232,81.7605,Subtropical,Monsoon,Fish,Snapper,51
Indonesia,Odisha,Cynthiamouth,-3.4889,72.8918,Tropical,Monsoon,Fish,Grouper,99
India,Bihar,Aprilhaven,7.652,79.0973,Tropical,Summer,Crab,Mud Crab,91
India,Kalimantan,Smithmouth,13.8756,82.0742,Subtropical,Winter,Prawn,Whiteleg Shrimp,96
Indonesia,Nakorn Si Thammarat,East Ronald,11.2241,73.1098,Subtropical,Summer,Crab,Dungeness Crab,93
Bangladesh,Tamil Nadu,Kristinaside,19.6623,85.3153,Subtropical,Winter,Crab,Dungeness Crab,48
Thailand,Bac Lieu,West Davidstad,15.3002,63.2294,Tropical,Monsoon,Fish,Barramundi,94
Thailand,Barisal,Timothyton,13.7206,96.7844,Tropical,Winter,Prawn,Black Tiger Shrimp,100
Vietnam,Sylhet,Stephenshire,-0.3442,79.899,Tropical,Monsoon,Fish,Catfish,61
Bangladesh,Surat Thani,Gibsonburgh,-1.9995,81.9171,Tropical,Summer,Crab,King Crab,92
Indonesia,Gujarat,North Jasonville,-3.4666,65.2898,Tropical,Summer,Crab,Soft Shell Crab,94
India,Rayong,Lake Katherine,12.4438,95.7746,Subtropical,Summer,Fish,Tuna,46
Bangladesh,Sumatra,West Kenneth,3.4574,80.1275,Subtropical,Summer,Fish,Tilapia,62
Thailand,Nakorn Si Thammarat,Lake Scottview,25.0999,88.5249,Subtropical,Summer,Crab,Snow Crab,57
Indonesia,Rayong,Austinland,29.8275,82.786,Tropical,Summer,Fish,Rohu,48
Indonesia,Mekong Delta,Nancyview,27.8617,95.7528,Subtropical,Winter,Fish,Cod,74
India,Chonburi,Michaelland,25.9846,96.5942,Subtropical,Summer,Prawn,Vannamei,99
Vietnam,West Bengal,Hannahborough,-9.1725,66.2831,Subtropical,Summer,Fish,Pangasius,91
Vietnam,Trat,Bryanside,8.2989,79.4415,Tropical,Monsoon,Prawn,Banana Prawn,52
Thailand,Gujarat,South Susanbury,-7.4844,95.9824,Tropical,Winter,Prawn,Banana Prawn,91
Bangladesh,Ca Mau,Staffordberg,-2.9598,69.4244,Tropical,Monsoon,Fish,Snapper,78
Bangladesh,Sulawesi,Ericmouth,14.2951,89.0763,Tropical,Summer,Crab,Soft Shell Crab,100
Bangladesh,Kalimantan,North Angelastad,8.041,66.8771,Tropical,Monsoon,Fish,Rohu,76
Bangladesh,Ca Mau,Lake Stacy,-1.7151,73.0621,Tropical,Winter,Fish,Snapper,46
Thailand,Bac Lieu,North Todd,18.5589,60.4878,Tropical,Winter,Prawn,Banana Prawn,70
Bangladesh,Gujarat,Port Carolhaven,13.2269,69.6118,Tropical,Summer,Prawn,Black Tiger Shrimp,64
Indonesia,Rajshahi,Meyerton,27.7922,82.7194,Subtropical,Monsoon,Crab,Dungeness Crab,53
Indonesia,Khulna,Erikastad,-4.716,99.1218,Subtropical,Winter,Fish,Rohu,53
Thailand,Barisal,Mcgrathtown,2.1024,63.7615,Subtropical,Summer,Prawn,Banana Prawn,58
Bangladesh,Sumatra,Port Nathan,3.4185,97.9339,Tropical,Monsoon,Fish,Salmon,66
Thailand,Chittagong,East Tyroneshire,-6.6496,61.3112,Subtropical,Winter,Crab,Snow Crab,41
Vietnam,Kalimantan,Lake Jennifer,18.5221,69.8175,Subtropical,Summer,Crab,King Crab,54
Bangladesh,Khulna,New Thomasburgh,27.9995,96.2802,Subtropical,Monsoon,Prawn,Vannamei,95
India,Rayong,Davisfurt,2.3173,94.534,Tropical,Summer,Fish,Milkfish,68
Indonesia,Ca Mau,Angelaborough,29.0398,69.1472,Subtropical,Summer,Fish,Cod,76
Bangladesh,Khulna,Johnland,-5.6905,81.2703,Tropical,Monsoon,Fish,Carp,54
Bangladesh,Chonburi,Blackmouth,-4.3809,75.6727,Subtropical,Winter,Prawn,Tiger Prawn,64
Thailand,Chonburi,Garciaton,18.3825,89.2752,Tropical,Winter,Fish,Cod,60
Bangladesh,Nakorn Si Thammarat,Port Glenfort,0.6647,63.61,Tropical,Summer,Fish,Snapper,62
Bangladesh,Nakorn Si Thammarat,South Kelly,-9.5961,79.686,Tropical,Monsoon,Fish,Cod,73
Indonesia,Ca Mau,Charlesshire,8.1476,85.2995,Tropical,Summer,Crab,Dungeness Crab,82
Thailand,Soc Trang,East Angel,17.9901,78.7803,Tropical,Winter,Prawn,Freshwater Prawn,51
Thailand,Mekong Delta,Port Bethany,-5.2196,80.0989,Tropical,Monsoon,Fish,Pangasius,99
Vietnam,Tamil Nadu,Johnmouth,1.4068,88.5046,Tropical,Monsoon,Crab,Dungeness Crab,48
Vietnam,Sumatra,North Julie,21.2352,86.474,Subtropical,Summer,Fish,Salmon,52
Indonesia,Bali,Pruitttown,5.4213,86.0134,Tropical,Summer,Fish,Milkfish,92
Indonesia,Tamil Nadu,Deborahmouth,9.437,80.225,Tropical,Summer,Crab,Mud Crab,82
Thailand,Bac Lieu,Marshallborough,-2.3298,72.1385,Tropical,Summer,Fish,Catfish,46
Thailand,Chonburi,Jessicaborough,3.4326,75.8148,Tropical,Winter,Fish,Grouper,74
Thailand,Sylhet,North Anntown,6.1664,69.7859,Tropical,Winter,Fish,Milkfish,41
Indonesia,Sylhet,North Jennifer,4.0834,81.1137,Tropical,Monsoon,Fish,Seabass,59
Bangladesh,Kalimantan,Stephanieland,18.3683,86.2042,Tropical,Summer,Fish,Salmon,93
Thailand,Gujarat,West Jeffmouth,24.6837,88.9285,Subtropical,Summer,Fish,Milkfish,46
Bangladesh,Khulna,Jeffreymouth,24.2626,60.3496,Tropical,Summer,Fish,Grouper,46
India,Kalimantan,Sharonside,23.164,98.8779,Subtropical,Winter,Fish,Barramundi,96
Vietnam,Odisha,East Justin,29.6077,81.4683,Subtropical,Monsoon,Prawn,King Prawn,70
Indonesia,Chonburi,Anthonystad,18.4141,94.7427,Subtropical,Winter,Fish,Tilapia,42
India,Kalimantan,Ravenburgh,-6.6091,68.9104,Subtropical,Summer,Fish,Milkfish,55
Bangladesh,Kerala,Kevinside,16.8007,82.9287,Subtropical,Summer,Crab,Soft Shell Crab,49
Vietnam,Ca Mau,Jamesberg,4.0256,96.6458,Tropical,Winter,Prawn,Tiger Prawn,49
Thailand,Khulna,New Kristineland,22.9029,89.4578,Subtropical,Monsoon,Fish,Pangasius,90
Bangladesh,Ca Mau,Dawnmouth,21.1562,62.3234,Subtropical,Monsoon,Fish,Seabass,84
Indonesia,Sulawesi,South Andreamouth,16.1549,86.6031,Subtropical,Summer,Fish,Trout,58
Vietnam,Mekong Delta,Port Davidhaven,20.298,96.8922,Tropical,Summer,Fish,Rohu,70
Thailand,Khulna,Lake Michaelberg,-8.2775,92.8938,Subtropical,Winter,Fish,Barramundi,85
Indonesia,Rajshahi,Port Katie,18.0753,90.8621,Tropical,Monsoon,Fish,Snapper,89
Bangladesh,Bac Lieu,Brownbury,24.9069,62.6984,Tropical,Monsoon,Prawn,Banana Prawn,60
Thailand,Sylhet,Daviesmouth,-0.3885,73.457,Subtropical,Monsoon,Prawn,Freshwater Prawn,56
India,Chittagong,Kimberlybury,-3.5705,69.63,Subtropical,Winter,Crab,Dungeness Crab,81
Bangladesh,Surat Thani,Levinefurt,-7.4093,92.7943,Tropical,Monsoon,Fish,Milkfish,72
Bangladesh,Odisha,Lake Bradleyview,4.9773,69.8429,Tropical,Summer,Fish,Rohu,79
Bangladesh,Rajshahi,Smithview,-5.3604,95.5663,Tropical,Monsoon,Fish,Pangasius,94
Vietnam,Sumatra,Lake Jesseport,0.8251,82.1228,Tropical,Monsoon,Fish,Pangasius,49
Thailand,Java,Howardmouth,-7.2432,88.7913,Tropical,Summer,Fish,Rohu,94
Thailand,Rajshahi,Powersmouth,18.2369,76.5876,Subtropical,Summer,Prawn,Whiteleg Shrimp,57
Vietnam,Sulawesi,North Stephanie,8.471,75.5471,Tropical,Winter,Prawn,Tiger Prawn,61
Thailand,Bali,Dustinview,9.6076,98.9862,Tropical,Monsoon,Fish,Pangasius,84
Bangladesh,Sylhet,Gracefurt,-6.7482,68.7546,Tropical,Monsoon,Crab,Dungeness Crab,85
Indonesia,Andhra Pradesh,Cookbury,10.1989,92.4092,Subtropical,Winter,Fish,Seabass,46
Indonesia,Kalimantan,Perezshire,-4.9115,73.0183,Tropical,Winter,Fish,Tilapia,41
Indonesia,Sumatra,Carriechester,22.1915,92.0475,Tropical,Monsoon,Fish,Rohu,63
India,Ca Mau,Lake Annette,7.4129,77.8606,Tropical,Summer,Fish,Grouper,66
India,Odisha,South Gregoryborough,14.9233,66.8645,Subtropical,Monsoon,Fish,Cod,70
Vietnam,Ca Mau,Robertport,26.4421,90.2804,Tropical,Winter,Fish,Snapper,50
Bangladesh,Gujarat,East Brettport,-6.5869,79.381,Tropical,Summer,Prawn,Vannamei,88
Indonesia,Can Tho,Wallaceberg,12.0972,63.1054,Subtropical,Summer,Fish,Seabass,54
Indonesia,Can Tho,Jameshaven,5.2935,63.7044,Tropical,Summer,Prawn,Vannamei,52
Thailand,Sumatra,South Sandrachester,20.492,62.9955,Subtropical,Monsoon,Fish,Pangasius,86
Vietnam,Surat Thani,Andrewville,-4.737,75.0378,Tropical,Winter,Crab,Mud Crab,67
Thailand,Rajshahi,Stoneview,19.4888,67.97,Tropical,Summer,Fish,Salmon,86
India,Rayong,South Christopher,7.2558,62.7981,Subtropical,Winter,Prawn,King Prawn,76
Vietnam,Bac Lieu,Sarahberg,11.0157,87.0385,Tropical,Monsoon,Fish,Cod,58
Thailand,Bali,Port Amber,25.9949,73.8789,Subtropical,Summer,Crab,Snow Crab,86
Vietnam,Sumatra,Norrisside,24.229,78.5502,Tropical,Monsoon,Crab,Blue Swimmer Crab,41
India,Bihar,Navarroland,-6.8041,70.1787,Subtropical,Monsoon,Fish,Rohu,80
Indonesia,Chittagong,Markburgh,23.1865,80.9629,Tropical,Monsoon,Fish,Pangasius,70
Bangladesh,Trat,Dylanfurt,-6.0982,95.8459,Tropical,Winter,Prawn,Tiger Prawn,64
India,Barisal,Port Anthony,3.7274,78.0597,Subtropical,Winter,Crab,Mud Crab,68
Thailand,Sulawesi,New Raymond,11.6592,84.4705,Tropical,Winter,Prawn,Tiger Prawn,63
Bangladesh,Andhra Pradesh,North Michael,1.659,81.6899,Tropical,Summer,Fish,Carp,41
Vietnam,Nakorn Si Thammarat,West Staceyhaven,22.7166,92.5998,Subtropical,Monsoon,Fish,Cod,71
Vietnam,Bac Lieu,Paynefort,-6.9604,95.6921,Subtropical,Summer,Fish,Barramundi,53
India,Tamil Nadu,Lake Holly,7.6448,73.7716,Subtropical,Winter,Prawn,King Prawn,93
India,Trat,West Christina,4.188,71.8406,Subtropical,Summer,Prawn,Tiger Prawn,71
Vietnam,Andhra Pradesh,Hawkinshaven,18.4116,93.9158,Subtropical,Monsoon,Fish,Snapper,64
Bangladesh,Can Tho,Parkerbury,6.1637,74.931,Subtropical,Monsoon,Prawn,Whiteleg Shrimp,80
Thailand,Kerala,Lake Frankberg,13.8386,98.8703,Tropical,Summer,Crab,Soft Shell Crab,92
Vietnam,Khulna,Johnburgh,15.3645,94.6184,Subtropical,Winter,Prawn,Banana Prawn,71
Thailand,Nakorn Si Thammarat,North Aarontown,-5.7117,68.2147,Tropical,Summer,Prawn,Whiteleg Shrimp,71
Indonesia,Bihar,West Robertchester,27.714,67.2294,Tropical,Summer,Crab,Snow Crab,74
Indonesia,Bac Lieu,Wuborough,28.6151,93.7112,Tropical,Summer,Crab,Dungeness Crab,45
Indonesia,West Bengal,New Charlesberg,11.0984,83.4344,Subtropical,Monsoon,Crab,Mud Crab,68
India,Mekong Delta,Fergusonchester,11.8604,68.2353,Tropical,Monsoon,Fish,Tilapia,70
India,Barisal,South Christina,19.7913,61.3707,Subtropical,Monsoon,Fish,Salmon,55
Thailand,Chonburi,East Evelynhaven,-9.0513,99.2763,Subtropical,Summer,Fish,Tuna,70
Bangladesh,Bac Lieu,New Charleston,-4.4733,65.1312,Subtropical,Summer,Fish,Cod,87
India,Sumatra,Donnaside,12.8939,76.2357,Subtropical,Summer,Fish,Catfish,65
Bangladesh,Sumatra,Lake Gavin,0.9908,82.38,Tropical,Winter,Fish,Tuna,99
Indonesia,Sumatra,Lake David,12.4763,71.5693,Tropical,Summer,Prawn,Whiteleg Shrimp,94
India,Java,New Stephentown,29.7063,60.8113,Subtropical,Summer,Fish,Carp,95
Thailand,Chittagong,Nixonland,23.1644,89.995,Tropical,Winter,Fish,Snapper,72
Thailand,Chonburi,New Brandonbury,11.8016,69.0712,Tropical,Summer,Fish,Tuna,90
Bangladesh,Bali,Wesleybury,-8.2144,90.0797,Subtropical,Summer,Fish,Tuna,78
India,Mekong Delta,Smithfurt,4.4704,80.2715,Tropical,Monsoon,Fish,Catfish,96
Indonesia,Surat Thani,Lake Angel,24.5397,64.3743,Subtropical,Summer,Fish,Cod,52
India,Rajshahi,Patriciaport,-5.7916,87.7033,Tropical,Summer,Fish,Catfish,66
Thailand,Bac Lieu,Kyleburgh,7.8286,89.2829,Subtropical,Monsoon,Fish,Rohu,86
Bangladesh,Surat Thani,Ashleyland,22.1539,71.8278,Subtropical,Monsoon,Fish,Trout,75
Bangladesh,Chittagong,South Brenda,3.2885,99.4574,Tropical,Winter,Prawn,Black Tiger Shrimp,45
Vietnam,Chittagong,Port Felicia,18.4054,81.7625,Tropical,Monsoon,Fish,Trout,42
Bangladesh,Kerala,New Elizabeth,16.8956,94.0134,Subtropical,Winter,Prawn,Vannamei,42
Vietnam,Surat Thani,Allisonton,17.9328,98.0819,Tropical,Monsoon,Fish,Carp,86
Vietnam,Odisha,Brettmouth,-6.2614,77.5717,Tropical,Winter,Prawn,Whiteleg Shrimp,41
India,Odisha,West Christina,19.557,80.6484,Subtropical,Monsoon,Fish,Trout,44
Bangladesh,Bihar,Port Aaronview,10.0888,64.7179,Tropical,Monsoon,Fish,Trout,80
India,Kerala,South Jessicamouth,-9.7223,74.5504,Subtropical,Winter,Prawn,King Prawn,79
India,Andhra Pradesh,Bryanhaven,-5.3038,97.13,Subtropical,Winter,Crab,Mud Crab,43
Indonesia,Surat Thani,Lemouth,-5.5492,65.2395,Subtropical,Winter,Prawn,King Prawn,82
Bangladesh,Chonburi,Port Matthewview,-9.5613,80.6868,Tropical,Monsoon,Fish,Rohu,80
Indonesia,Rajshahi,South Blake,-7.2975,94.2134,Tropical,Monsoon,Fish,Cod,56
Bangladesh,Soc Trang,West Angelachester,28.0827,71.5593,Subtropical,Winter,Fish,Rohu,70
India,Bac Lieu,West Erica,8.1458,94.0387,Subtropical,Monsoon,Prawn,Vannamei,71
India,Trat,Smithchester,20.2659,65.1293,Tropical,Winter,Prawn,Vannamei,59
Thailand,West Bengal,Mirandatown,-5.1647,70.9329,Subtropical,Winter,Crab,King Crab,79
Bangladesh,Rayong,Sheliaberg,10.8694,83.5228,Subtropical,Monsoon,Prawn,Banana Prawn,60
Bangladesh,Mekong Delta,Bennetttown,-5.9334,89.2843,Subtropical,Summer,Fish,Pangasius,53
Vietnam,Mekong Delta,North Theodore,2.3358,76.2399,Tropical,Summer,Prawn,Banana Prawn,40
Indonesia,Java,North Justin,-4.1522,71.5539,Subtropical,Monsoon,Fish,Salmon,77
Indonesia,Trat,West Kyle,14.7057,81.9595,Subtropical,Summer,Prawn,Vannamei,45
Bangladesh,Gujarat,Brownburgh,-8.7367,99.6284,Tropical,Summer,Crab,King Crab,44
Thailand,Java,North Matthew,19.1736,82.4818,Subtropical,Winter,Prawn,Vannamei,74
Vietnam,Ca Mau,North Laura,20.7142,68.3473,Subtropical,Monsoon,Fish,Seabass,64
Vietnam,Trat,West Robinmouth,9.8835,61.055,Tropical,Winter,Fish,Tuna,84
Bangladesh,Khulna,Mathewstad,3.7941,63.8235,Tropical,Winter,Fish,Grouper,89
Thailand,Soc Trang,Port Richard,-2.352,64.303,Tropical,Winter,Fish,Tilapia,61
India,Andhra Pradesh,South Douglas,6.651,71.4191,Tropical,Monsoon,Crab,Snow Crab,73
India,Soc Trang,Walkerburgh,2.7426,68.5279,Subtropical,Monsoon,Fish,Tuna,65
Vietnam,Sylhet,Simmonsview,6.43,64.198,Tropical,Summer,Fish,Tilapia,93
Indonesia,Sumatra,Harthaven,25.8656,88.0794,Tropical,Monsoon,Crab,Dungeness Crab,89
Vietnam,Chonburi,Spencerside,20.5649,94.0923,Tropical,Monsoon,Fish,Tilapia,59
Vietnam,Sulawesi,Port Mitchelltown,-7.978,89.1587,Subtropical,Winter,Prawn,Black Tiger Shrimp,83
Indonesia,Soc Trang,Nancyton,-0.6859,63.8289,Subtropical,Monsoon,Crab,Mud Crab,43
