Target_Country,Species,Required_Quantity,Quality_Grade,Price_Offered
India,Black Tiger Shrimp,50,C,473761.16
EU,Cod,5,C,171021.66
China,Cod,32,A,385519.7
Japan,Catfish,20,C,460912.06
India,Salmon,43,A,66970.27
China,Banana Prawn,2,C,14775.1
China,Black Tiger Shrimp,37,A,477601.48
India,Seabass,24,C,78715.34
China,Snow Crab,11,A,389262.16
USA,King Prawn,45,C,441057.28
China,Catfish,9,A,245808.1
China,Black Tiger Shrimp,2,C,30486.86
India,Tiger Prawn,13,A,473672.81
Japan,Carp,28,C,100996.57
EU,Blue Swimmer Crab,45,C,274533.06
India,King Prawn,17,B,234884.24
EU,Freshwater Prawn,43,B,119747.39
China,Salmon,30,A,166074.14
USA,Soft Shell Crab,28,B,306201.62
USA,Blue Swimmer Crab,10,C,203384.7
EU,Snow Crab,32,C,283155.59
USA,Salmon,28,B,308913.65
USA,Cod,45,A,228303.04
China,Banana Prawn,5,C,296290.14
EU,Banana Prawn,7,A,216955.63
USA,Seabass,11,C,201703.23
EU,Barramundi,14,A,338114.06
EU,Trout,25,A,73081.57
EU,Snapper,34,C,248076.13
Japan,King Prawn,25,B,51304.91
EU,Salmon,2,A,100623.02
Japan,Seabass,5,C,43234.82
China,Snapper,47,B,446563.61
Japan,Carp,19,C,440970.17
USA,Grouper,11,A,336493.38
EU,Rohu,32,A,390445.61
China,Dungeness Crab,45,C,200283.04
EU,Vannamei,27,B,323845.53
Japan,Carp,14,C,85427.76
USA,Grouper,3,B,456934.99
USA,Rohu,48,A,196831.66
China,Black Tiger Shrimp,50,B,433432.04
China,Dungeness Crab,36,C,72954.15
India,Snapper,8,A,489546.52
USA,Snapper,13,A,336572.42
China,Tilapia,35,A,246772.77
EU,Mud Crab,48,A,82943.22
China,Black Tiger Shrimp,26,B,360375.84
India,Banana Prawn,8,B,396666.2
India,Trout,33,A,198870.77
China,Barramundi,10,A,475329.9
Japan,Blue Swimmer Crab,15,A,418380.81
USA,Tiger Prawn,4,A,302432.37
India,Snow Crab,35,C,279598.17
EU,Snow Crab,43,B,197106.18
China,Salmon,47,C,26171.14
EU,Pangasius,27,B,286300.88
Japan,Mud Crab,19,B,376803.7
USA,Blue Swimmer Crab,20,A,294385.93
USA,Carp,9,A,412351.76
India,Barramundi,9,A,357149.86
USA,Cod,34,A,227368.79
Japan,King Crab,38,B,378234.98
China,Blue Swimmer Crab,46,C,388235.01
India,Dungeness Crab,42,A,87142.14
EU,Banana Prawn,29,A,243004.89
China,Whiteleg Shrimp,38,B,67339.22
Japan,Whiteleg Shrimp,41,C,24649.84
China,Grouper,28,B,17680.91
China,Milkfish,35,B,37371.3
EU,Black Tiger Shrimp,6,A,157830.81
Japan,Rohu,1,B,48865.76
India,Snow Crab,19,C,226552.18
India,Seabass,11,C,426624.76
EU,Seabass,4,C,37409.32
India,Grouper,50,B,362569.98
India,Carp,37,B,324189.53
EU,Milkfish,21,B,288419.17
EU,King Crab,33,A,196959.38
USA,Catfish,44,A,134726.52
Japan,Tiger Prawn,29,C,303969.99
China,Tuna,16,C,18940.68
EU,Milkfish,22,C,365301.38
USA,Black Tiger Shrimp,7,B,298742.17
USA,Soft Shell Crab,38,C,389664.22
China,Tilapia,11,A,81425.66
USA,Blue Swimmer Crab,10,B,198330.98
Japan,Soft Shell Crab,2,B,162325.67
Japan,Vannamei,1,B,496068.85
India,King Crab,3,A,200842.54
China,Mud Crab,24,A,108163.37
USA,Grouper,47,C,499891.9
USA,Banana Prawn,35,C,323213.46
India,Mud Crab,9,A,181023.82
China,Mud Crab,46,A,232759.43
China,Grouper,4,C,34112.52
China,Trout,45,C,101073.24
China,Tiger Prawn,39,A,269901.27
USA,King Prawn,29,A,40613.65
China,Black Tiger Shrimp,15,B,37080.48
India,Blue Swimmer Crab,20,B,205316.17
China,Mud Crab,2,B,215612.1
Japan,Banana Prawn,33,C,287237.45
USA,Dungeness Crab,16,B,118274.07
Japan,Catfish,38,C,15343.51
EU,Trout,29,A,171694.65
China,Barramundi,38,C,424532.57
Japan,Soft Shell Crab,13,A,165379.55
Japan,Mud Crab,39,C,118073.11
India,Mud Crab,5,B,96532.24
China,Black Tiger Shrimp,45,B,40345.31
USA,Tilapia,25,A,107402.26
USA,Carp,4,C,492217.84
USA,Pangasius,9,B,98138.74
USA,Snow Crab,48,A,100967.76
EU,Whiteleg Shrimp,18,C,463122.85
EU,Dungeness Crab,12,A,296278.5
USA,Grouper,3,C,212653.05
India,Carp,34,B,251485.69
India,Barramundi,29,B,168050.25
USA,Blue Swimmer Crab,16,B,137442.83
USA,Tiger Prawn,38,B,235228.17
Japan,Trout,45,A,365569.76
EU,Milkfish,21,A,282236.91
China,Whiteleg Shrimp,46,A,427778.07
EU,Tilapia,6,B,31766.8
USA,Whiteleg Shrimp,13,A,215998.47
EU,Soft Shell Crab,24,C,236328.01
Japan,Trout,35,A,118334.71
India,Mud Crab,27,C,306680.16
EU,Barramundi,16,A,435724.63
EU,Dungeness Crab,13,B,181346.01
USA,Milkfish,3,C,46698.37
India,Black Tiger Shrimp,1,B,91475.53
China,Snapper,2,A,193692.52
Japan,Snow Crab,26,B,22177.6
USA,Snow Crab,3,A,435990.46
China,Dungeness Crab,23,A,113793.25
Japan,Grouper,14,B,330115.44
India,Catfish,1,B,121230.44
EU,Tilapia,15,B,26108.15
India,Tilapia,49,C,61695.7
Japan,Catfish,36,B,398121.46
USA,Vannamei,47,C,274752.99
Japan,Tilapia,10,B,27591.5
USA,Pangasius,30,B,328993.06
EU,King Crab,23,C,186017.36
China,King Crab,18,B,335039.13
Japan,Grouper,32,C,490891.64
USA,Tilapia,22,C,11724.8
USA,Grouper,21,A,432915.33
India,Tuna,44,B,45404.44
India,Banana Prawn,19,A,217487.15
Japan,Snapper,41,B,282181.13
Japan,Black Tiger Shrimp,41,C,52188.26
USA,Trout,23,B,116957.98
USA,Tiger Prawn,1,B,31569.65
USA,Seabass,4,C,130288.52
India,Cod,7,C,118191.55
USA,Pangasius,19,B,483351.38
EU,Blue Swimmer Crab,35,A,408786.89
USA,Milkfish,9,B,374793.86
EU,Catfish,33,C,143158.85
India,Salmon,18,A,254708.42
USA,Freshwater Prawn,28,C,150933.1
China,Catfish,34,C,167752.88
China,Seabass,11,C,75019.43
EU,Blue Swimmer Crab,42,C,304020.47
China,Carp,23,B,323522.83
USA,Black Tiger Shrimp,36,C,452071.56
China,Tuna,4,A,489639.84
EU,Trout,49,C,72103.6
EU,Blue Swimmer Crab,16,A,469493.55
EU,Cod,4,B,168894.33
USA,Cod,48,C,121543.0
EU,Tilapia,8,B,424352.87
EU,Tuna,5,C,34182.86
India,Cod,32,C,108393.04
India,Tilapia,28,A,179199.14
Japan,Blue Swimmer Crab,13,B,484377.03
China,Dungeness Crab,40,C,217472.49
EU,King Prawn,23,A,194961.84
China,Vannamei,17,C,389210.5
Japan,Barramundi,4,C,314349.19
China,Grouper,9,C,131837.27
EU,King Crab,44,A,463156.76
Japan,Mud Crab,10,A,384876.93
Japan,Black Tiger Shrimp,11,C,228967.87
India,King Prawn,49,C,145013.64
India,Rohu,44,B,79552.76
Japan,Whiteleg Shrimp,35,B,422001.23
India,Tuna,45,A,171467.18
India,Tilapia,10,C,61776.2
China,King Prawn,43,A,130244.08
China,Soft Shell Crab,14,B,329727.08
EU,Whiteleg Shrimp,8,C,464876.97
USA,Salmon,8,C,244262.07
China,Freshwater Prawn,32,C,126929.88
Japan,King Prawn,38,B,433786.29
USA,Catfish,2,C,298468.28
China,Tuna,16,C,182852.0
EU,Pangasius,6,B,494274.51
Japan,Tiger Prawn,22,B,201043.08
China,Barramundi,27,B,133527.11
China,Vannamei,43,C,301063.67
USA,Carp,22,B,286737.62
China,Soft Shell Crab,22,C,190815.14
EU,King Crab,6,C,231786.68
China,King Crab,1,B,468017.85
USA,King Crab,11,A,420503.76
Japan,Catfish,19,B,143414.63
India,Tiger Prawn,39,C,104790.78
Japan,Milkfish,4,A,176776.47
China,Mud Crab,29,A,18172.89
China,Tuna,2,A,193602.65
EU,Milkfish,1,B,341738.45
USA,Tilapia,9,B,316826.24
China,Barramundi,47,B,202338.07
USA,Milkfish,32,A,276768.1
USA,King Crab,45,B,18619.68
Japan,Dungeness Crab,24,C,477775.04
Japan,Tilapia,50,B,309179.74
India,Grouper,13,C,123302.11
Japan,Catfish,48,B,34006.75
India,Whiteleg Shrimp,48,A,28406.63
Japan,Barramundi,34,C,397557.59
China,Dungeness Crab,2,A,10996.91
China,Grouper,9,A,25493.43
India,Catfish,43,C,93812.46
EU,Barramundi,35,C,80277.11
India,Mud Crab,16,C,453105.32
India,Tilapia,16,B,20602.77
EU,Freshwater Prawn,8,A,319280.55
EU,Carp,2,C,291823.99
USA,Milkfish,31,B,291241.89
Japan,Seabass,14,B,264276.82
China,Dungeness Crab,42,B,459123.8
Japan,Trout,22,C,322246.52
India,Barramundi,8,A,297025.88
India,Black Tiger Shrimp,12,B,417590.92
USA,Tilapia,40,A,434714.36
Japan,Snapper,23,A,172306.26
USA,Mud Crab,40,C,476871.85
India,Vannamei,32,B,230217.98
Japan,Salmon,28,A,214546.67
EU,Dungeness Crab,24,A,393107.23
EU,Soft Shell Crab,19,C,340933.56
EU,Seabass,17,A,10563.95
India,King Crab,23,C,115455.98
EU,Rohu,3,B,113268.08
EU,Cod,25,B,259014.57
USA,Carp,50,C,342920.57
India,Blue Swimmer Crab,22,A,274599.59
India,Catfish,44,B,181195.66
China,King Prawn,4,C,243931.18
India,Blue Swimmer Crab,46,C,239152.56
India,Cod,16,A,417614.3
India,Barramundi,6,C,331586.17
India,Mud Crab,6,C,262697.08
India,Pangasius,11,B,424218.37
Japan,Banana Prawn,4,B,465239.26
USA,Salmon,34,A,259039.26
USA,King Prawn,14,C,276316.54
China,Catfish,24,C,299162.24
Japan,Salmon,12,B,303098.07
China,Trout,5,A,310915.02
China,Snapper,4,A,347395.24
USA,Grouper,34,A,414511.76
EU,Vannamei,30,C,215501.37
USA,Carp,31,C,75739.59
China,Snapper,17,B,187217.28
USA,Snow Crab,34,B,368962.69
EU,Tiger Prawn,25,A,333120.4
USA,Vannamei,26,B,234951.08
Japan,Pangasius,24,A,282882.1
EU,Freshwater Prawn,49,C,206763.39
USA,Grouper,20,A,198857.9
China,Whiteleg Shrimp,49,B,187392.77
Japan,Snapper,7,C,143189.78
India,Tiger Prawn,43,C,285365.55
China,Milkfish,48,C,385741.73
USA,Banana Prawn,17,B,393712.06
EU,Whiteleg Shrimp,14,C,267859.06
USA,Seabass,32,B,176774.52
EU,Vannamei,7,A,240854.97
EU,Trout,3,C,60580.0
Japan,Tuna,38,A,28499.35
India,Soft Shell Crab,39,B,271462.42
EU,Banana Prawn,17,B,295477.31
India,Freshwater Prawn,49,C,63762.16
Japan,Milkfish,19,C,282497.17
EU,Barramundi,10,B,113721.58
Japan,Pangasius,34,A,311633.27
China,Tilapia,10,A,399133.46
India,Whiteleg Shrimp,26,B,78086.61
USA,Freshwater Prawn,30,C,88237.65
India,Freshwater Prawn,47,A,151658.82
EU,Tilapia,31,C,144714.85
USA,Snapper,16,A,324717.39
India,Pangasius,33,C,433916.08
Japan,Snapper,8,A,259619.82
China,Banana Prawn,13,C,409742.92
China,Milkfish,28,C,116009.78
EU,King Crab,33,A,377895.99
Japan,Trout,1,A,238107.62
USA,Seabass,2,C,459736.43
India,Barramundi,21,C,208724.86
Japan,Milkfish,48,B,304339.61
EU,Trout,50,A,413318.87
India,Cod,36,C,475094.01
EU,Snow Crab,6,A,308669.56
India,Snow Crab,32,A,148454.51
China,Freshwater Prawn,38,B,48143.99
Japan,King Prawn,20,C,412827.35
India,Snow Crab,8,C,38266.51
USA,Mud Crab,21,A,227258.14
China,Snow Crab,6,C,203915.49
India,Rohu,47,A,95687.02
China,Grouper,36,B,233097.13
EU,Whiteleg Shrimp,26,C,218693.53
USA,Mud Crab,41,B,448310.35
EU,Tuna,46,C,344870.8
USA,Tilapia,34,A,497842.64
China,Catfish,22,B,97284.35
India,Barramundi,46,A,361351.33
India,Snow Crab,46,B,406798.8
USA,Carp,27,B,221220.16
USA,Seabass,34,C,54891.78
Japan,King Crab,45,A,471448.59
India,Salmon,1,B,199508.98
China,Black Tiger Shrimp,5,C,252258.22
USA,Salmon,39,A,58845.27
India,Salmon,26,C,180574.08
Japan,Mud Crab,18,C,295257.33
China,Milkfish,1,A,94526.75
India,Vannamei,4,A,11623.64
EU,Vannamei,14,B,438491.01
China,Catfish,31,B,409735.72
Japan,Barramundi,49,A,435667.96
China,Salmon,18,A,461055.99
China,Grouper,19,A,49509.91
USA,King Prawn,11,B,389109.36
Japan,Cod,12,C,342866.44
China,Soft Shell Crab,49,A,42926.22
China,Pangasius,18,A,287454.96
China,Cod,34,A,344955.8
Japan,Black Tiger Shrimp,44,C,264260.28
USA,Black Tiger Shrimp,29,A,257598.68
USA,Milkfish,10,B,353046.64
Japan,Snapper,21,A,343676.44
EU,Cod,28,A,393883.24
USA,Cod,38,A,468348.72
China,Rohu,50,A,474321.04
USA,Rohu,43,B,81060.59
India,King Prawn,15,C,486650.55
China,Snow Crab,30,A,218737.24
India,Vannamei,38,A,266722.21
Japan,Blue Swimmer Crab,3,C,174563.39
EU,Rohu,33,B,314808.95
India,Salmon,48,A,302609.73
EU,Freshwater Prawn,40,A,226073.8
EU,Trout,48,C,336384.76
India,Snow Crab,10,A,195834.51
Japan,Snow Crab,34,C,132236.63
Japan,Pangasius,8,B,334685.01
India,Barramundi,33,A,278773.74
USA,Freshwater Prawn,27,B,202417.31
India,Vannamei,33,B,68924.0
USA,Trout,5,A,439757.97
Japan,Freshwater Prawn,31,A,177122.19
EU,King Crab,22,C,170817.38
India,Rohu,48,B,103172.54
USA,Tilapia,44,A,396495.02
USA,Tuna,38,B,25147.57
China,Blue Swimmer Crab,14,B,144421.38
EU,Carp,43,A,180443.53
EU,Snow Crab,13,C,111501.8
Japan,King Crab,40,B,498567.4
India,Vannamei,45,B,264937.4
India,Banana Prawn,26,C,46741.63
China,Salmon,8,A,477309.68
India,Dungeness Crab,35,C,427688.44
EU,Milkfish,28,A,207293.64
India,Freshwater Prawn,13,B,469154.42
Japan,Black Tiger Shrimp,41,B,256090.67
India,Snow Crab,27,B,448979.29
China,Trout,39,A,269875.98
India,Tuna,28,B,336306.54
China,Pangasius,23,C,421639.4
China,Blue Swimmer Crab,9,B,416276.62
China,Snow Crab,16,B,385172.75
India,Salmon,3,A,260216.29
India,King Prawn,8,B,411250.84
Japan,Milkfish,15,A,389225.25
Japan,Milkfish,16,B,40677.31
Japan,Banana Prawn,46,A,275853.4
Japan,Whiteleg Shrimp,17,A,103812.79
USA,Pangasius,2,A,480003.49
EU,Pangasius,25,A,238251.54
India,Snow Crab,48,C,179806.16
India,Snow Crab,13,C,153989.0
India,Tiger Prawn,44,A,142560.0
EU,Banana Prawn,17,B,193784.99
Japan,Dungeness Crab,39,B,434348.18
India,Whiteleg Shrimp,37,A,102657.08
India,Seabass,33,B,161140.22
China,Mud Crab,27,B,372039.87
EU,Seabass,19,B,232878.25
EU,Tilapia,50,B,351221.21
India,Blue Swimmer Crab,11,A,90097.24
USA,Cod,13,A,147124.47
China,Barramundi,11,B,101553.87
China,Catfish,20,C,331358.16
India,Seabass,40,A,344348.61
Japan,Blue Swimmer Crab,9,B,161545.51
USA,Barramundi,43,B,170417.94
Japan,Pangasius,15,A,310780.8
China,Grouper,43,B,416186.81
China,Mud Crab,31,A,268423.27
USA,Catfish,2,B,351749.23
India,Tilapia,17,B,262705.36
EU,King Crab,20,C,33080.1
China,Seabass,28,B,21784.32
Japan,King Crab,30,A,437792.62
USA,King Prawn,29,A,455718.23
India,Banana Prawn,38,B,99782.31
Japan,Mud Crab,42,A,80784.66
EU,Cod,11,B,121122.4
EU,Salmon,44,A,143091.64
Japan,Soft Shell Crab,13,A,458758.92
India,Salmon,12,C,55138.34
India,Carp,40,C,353309.18
China,King Prawn,18,A,250852.06
China,Snow Crab,33,C,56351.78
USA,Milkfish,18,B,382487.44
USA,Mud Crab,27,C,355573.56
Japan,Tiger Prawn,22,C,207281.67
China,Pangasius,32,A,376459.91
Japan,Black Tiger Shrimp,25,C,276726.27
China,Milkfish,16,A,311808.67
Japan,Cod,10,C,486998.37
China,Trout,33,A,183713.07
China,Snow Crab,14,A,417893.55
EU,Cod,39,B,22477.34
EU,Trout,10,C,30359.43
USA,Mud Crab,8,B,25079.77
China,Blue Swimmer Crab,6,A,121380.87
EU,Milkfish,37,A,70255.56
EU,Rohu,19,B,256243.38
China,Pangasius,30,B,85745.31
Japan,Barramundi,23,C,269641.85
China,King Crab,22,A,14468.38
India,Tuna,30,B,214651.37
China,Rohu,7,A,211009.07
Japan,Tilapia,2,C,313239.36
China,King Prawn,25,C,447567.21
India,Milkfish,40,C,84231.06
China,Catfish,39,C,303115.21
Japan,King Crab,50,C,78268.09
India,King Crab,44,C,87503.86
EU,Soft Shell Crab,10,B,193392.42
Japan,Seabass,26,B,143508.77
India,Tiger Prawn,32,C,405245.98
USA,Grouper,48,C,18126.74
China,Vannamei,9,A,434263.49
Japan,Soft Shell Crab,37,A,399216.34
USA,Tilapia,43,A,115563.95
USA,Snow Crab,45,B,210123.34
China,Mud Crab,13,C,331729.58
Japan,Snapper,10,B,272040.54
India,Soft Shell Crab,11,A,205830.58
EU,Milkfish,38,C,182439.34
Japan,Pangasius,48,C,344693.05
China,Carp,42,C,482188.65
India,Milkfish,36,B,434467.98
EU,King Prawn,36,B,341161.08
China,Cod,33,C,293829.26
USA,Barramundi,24,A,273248.48
China,Catfish,38,C,206995.26
USA,Pangasius,49,C,359659.67
China,Snapper,1,B,496547.7
India,Black Tiger Shrimp,14,A,278387.68
USA,Blue Swimmer Crab,13,A,86553.69
EU,Tuna,49,A,272674.37
India,Pangasius,48,B,146049.02
Japan,Freshwater Prawn,12,B,30720.49
USA,Trout,16,C,161974.18
India,Tuna,48,B,492051.09
India,Carp,9,B,283918.72
India,Tilapia,15,C,333687.44
Japan,Milkfish,1,C,85929.7
China,Catfish,37,A,301691.43
India,Whiteleg Shrimp,40,C,202046.49
India,Snapper,22,A,85059.56
USA,Tiger Prawn,9,C,296680.19
Japan,Catfish,33,C,346452.02
China,Barramundi,46,C,78018.61
India,Trout,18,C,131245.04
India,Trout,32,C,481943.47
USA,Blue Swimmer Crab,14,A,123807.18
USA,King Crab,16,A,20188.28
EU,Catfish,42,C,456975.1
USA,Soft Shell Crab,25,C,254155.95
India,Pangasius,45,A,94271.29
Japan,Rohu,50,B,173942.17
Japan,Pangasius,38,A,246516.57
Japan,Dungeness Crab,31,B,135717.55
India,Grouper,18,C,478453.9
EU,Salmon,46,A,284519.79
China,King Crab,16,C,303657.77
EU,Soft Shell Crab,4,B,330360.19
EU,Tilapia,34,A,12191.52
China,Tilapia,9,B,82616.56
Japan,Salmon,14,A,275245.22
India,Snapper,45,C,23572.14
China,Catfish,4,A,99046.1
USA,Tilapia,26,B,452029.98
India,Black Tiger Shrimp,20,C,295079.19
USA,King Prawn,3,A,448618.28
Japan,Soft Shell Crab,29,A,370950.19
EU,Dungeness Crab,48,A,145756.31
USA,King Crab,37,C,264760.16
EU,Dungeness Crab,7,B,203876.63
USA,Whiteleg Shrimp,35,B,364570.88
India,Rohu,20,B,174949.0
China,Seabass,29,C,342046.41
China,Grouper,30,B,98599.59
India,Vannamei,29,C,274185.98
Japan,Whiteleg Shrimp,17,C,441486.11
China,Black Tiger Shrimp,1,B,251298.46
Japan,Soft Shell Crab,13,A,486225.75
China,Snow Crab,44,C,295757.3
Japan,Tiger Prawn,31,A,456094.27
USA,Trout,36,B,428282.62
USA,Tiger Prawn,32,C,268601.12
India,Black Tiger Shrimp,17,C,140553.29
China,Vannamei,8,A,37182.56
Japan,Freshwater Prawn,5,C,158164.6
India,King Prawn,5,B,321940.16
EU,Grouper,22,C,349578.98
EU,Snow Crab,15,B,254139.67
USA,Grouper,2,C,426564.53
USA,Seabass,31,A,132456.45
EU,Blue Swimmer Crab,5,C,421469.08
EU,Whiteleg Shrimp,47,A,292369.94
EU,Whiteleg Shrimp,41,A,172513.75
China,Blue Swimmer Crab,30,C,242039.19
Japan,Rohu,46,C,101428.78
EU,Snow Crab,11,C,40436.35
Japan,Tuna,16,C,101043.66
India,Rohu,10,B,327710.29
EU,Snapper,33,B,397023.21
EU,Cod,28,C,96482.93
Japan,Freshwater Prawn,12,C,330556.1
China,Rohu,22,B,12701.31
China,Snapper,24,C,308375.26
China,Tilapia,22,B,273941.53
India,Catfish,44,C,160659.49
India,King Crab,50,A,60861.03
Japan,King Crab,40,B,54320.9
USA,Cod,26,A,323858.89
USA,Rohu,37,B,499968.66
Japan,Trout,23,A,237209.08
China,Banana Prawn,26,B,454549.0
China,Freshwater Prawn,26,B,101669.24
India,Freshwater Prawn,1,A,395818.55
USA,Banana Prawn,21,C,478759.8
India,Barramundi,18,B,166887.76
Japan,Trout,13,B,390719.83
Japan,Freshwater Prawn,32,C,313147.75
India,Pangasius,23,C,10007.98
India,Banana Prawn,25,C,229105.44
Japan,Milkfish,48,B,286233.69
EU,Cod,10,A,257801.11
EU,Snow Crab,31,A,169240.65
China,Dungeness Crab,39,C,415249.0
India,Catfish,40,A,335678.82
China,Soft Shell Crab,19,A,156672.03
China,Snapper,30,C,488259.66
Japan,Seabass,6,C,450801.03
EU,Dungeness Crab,29,C,355554.22
USA,Snow Crab,13,C,409872.87
EU,Barramundi,50,C,324882.61
Japan,Catfish,1,B,282336.42
Japan,Snow Crab,10,C,329291.97
India,King Crab,39,B,395071.29
India,Pangasius,35,A,272236.13
EU,Catfish,48,A,311522.9
China,Barramundi,19,C,156504.44
EU,Mud Crab,35,B,474406.37
Japan,Soft Shell Crab,20,C,164919.51
Japan,Mud Crab,31,B,447313.62
China,Trout,28,A,488530.52
EU,Tuna,28,A,278858.34
India,Rohu,27,C,98232.47
EU,Vannamei,36,C,353762.4
Japan,Tilapia,34,C,346431.67
Japan,Rohu,29,C,209646.35
EU,Tiger Prawn,46,C,336783.85
USA,Banana Prawn,24,B,275572.15
EU,Barramundi,22,B,98233.03
EU,King Prawn,48,A,351171.29
China,Soft Shell Crab,38,B,275993.13
EU,Grouper,38,C,181296.49
USA,Seabass,2,B,307941.47
EU,Tiger Prawn,6,A,180928.68
China,Milkfish,2,C,283689.02
EU,Dungeness Crab,32,A,163348.95
Japan,Freshwater Prawn,38,A,280281.13
Japan,Dungeness Crab,44,C,427273.51
Japan,Tiger Prawn,43,A,241358.18
USA,Vannamei,33,C,499160.28
Japan,Whiteleg Shrimp,50,B,480966.18
USA,Blue Swimmer Crab,45,B,252210.39
EU,Carp,16,A,427826.8
EU,Whiteleg Shrimp,23,B,208224.13
China,Grouper,4,B,200056.2
Japan,Snow Crab,43,B,356768.81
EU,Barramundi,24,C,429390.86
USA,Whiteleg Shrimp,19,B,59940.54
China,Mud Crab,2,C,270056.88
EU,Salmon,8,A,277576.16
India,Black Tiger Shrimp,1,C,74636.47
China,Black Tiger Shrimp,4,A,128490.84
Japan,Mud Crab,11,B,65729.34
China,Catfish,50,C,231300.27
China,Tuna,33,B,278395.01
India,Freshwater Prawn,7,B,112129.4
Japan,Blue Swimmer Crab,5,C,487406.32
Japan,Carp,37,C,339076.43
EU,Barramundi,27,C,338981.05
India,Seabass,2,B,165874.94
EU,Pangasius,14,C,304223.47
India,Tilapia,22,A,137775.29
China,Tiger Prawn,35,A,98420.21
China,Mud Crab,48,A,471231.7
USA,Milkfish,44,A,20815.01
EU,Barramundi,18,A,173689.25
USA,Vannamei,17,B,411772.49
USA,Seabass,21,B,475123.7
USA,Dungeness Crab,43,C,318499.66
China,Vannamei,3,A,70794.72
Japan,Milkfish,44,A,496147.2
Japan,King Prawn,37,C,361954.55
Japan,Tiger Prawn,42,B,233265.25
USA,King Crab,25,C,391965.12
Japan,Rohu,10,C,353354.96
India,Barramundi,17,A,21369.15
China,Snow Crab,1,C,207585.99
Japan,Milkfish,1,B,207878.49
EU,Snapper,29,A,118132.51
USA,Snow Crab,1,A,143381.13
USA,Tilapia,29,B,80886.36
India,Trout,32,B,266201.21
USA,Tiger Prawn,22,A,396663.03
Japan,King Prawn,26,B,102873.22
Japan,Snow Crab,45,A,163605.2
EU,Tilapia,30,C,260614.56
EU,Tilapia,40,C,205428.57
EU,Barramundi,7,B,148874.69
EU,Pangasius,5,B,180950.7
USA,King Prawn,19,C,452105.29
USA,Milkfish,42,A,38752.15
USA,Milkfish,5,B,319104.84
Japan,Whiteleg Shrimp,43,B,403301.61
EU,Carp,27,A,307687.64
USA,Snapper,3,C,217670.98
India,Trout,11,A,21003.43
India,Dungeness Crab,15,B,390355.65
China,Rohu,45,A,499788.58
Japan,Milkfish,4,B,48514.23
USA,Tilapia,46,C,87728.36
China,Blue Swimmer Crab,14,B,416190.16
India,King Crab,37,B,185345.35
USA,King Crab,1,C,138321.25
China,Vannamei,10,C,220124.02
USA,Seabass,49,B,391100.87
India,Grouper,48,A,27103.71
Japan,Salmon,33,B,97700.66
India,Dungeness Crab,13,B,443074.52
India,Tuna,11,B,315818.59
Japan,Tiger Prawn,5,B,271058.86
India,Blue Swimmer Crab,20,A,169746.16
EU,Snow Crab,7,B,149295.96
EU,Tilapia,7,A,313637.02
USA,Freshwater Prawn,35,C,446290.97
USA,King Prawn,4,A,438514.45
USA,Mud Crab,28,A,239530.12
EU,Tuna,19,B,447501.04
EU,Snapper,29,C,16710.64
Japan,Salmon,36,C,146684.31
Japan,Seabass,9,B,177574.21
Japan,Salmon,50,B,347233.81
China,Freshwater Prawn,13,B,405819.02
EU,Cod,2,B,321455.07
Japan,King Crab,9,A,433264.32
USA,Dungeness Crab,23,B,352093.65
EU,Tiger Prawn,50,B,61167.17
EU,Seabass,21,C,434673.38
Japan,Rohu,2,B,494175.96
China,Vannamei,40,C,317759.74
Japan,Banana Prawn,16,B,373074.06
India,King Crab,11,B,115292.48
India,Cod,38,C,69681.51
USA,Soft Shell Crab,16,C,53635.56
Japan,Barramundi,35,B,131804.89
Japan,King Crab,44,A,375060.02
EU,Catfish,7,B,133953.59
EU,Trout,9,A,20773.37
EU,Blue Swimmer Crab,26,B,476841.09
India,Cod,20,C,80666.09
EU,Catfish,23,B,364225.08
India,Rohu,22,C,246140.76
USA,Milkfish,3,A,275814.39
EU,Soft Shell Crab,17,B,166589.74
USA,Pangasius,30,B,401813.92
India,Black Tiger Shrimp,9,A,320939.47
China,Catfish,8,C,362765.63
EU,Soft Shell Crab,16,A,97958.7
EU,Vannamei,24,A,497533.95
Japan,Freshwater Prawn,31,B,445305.56
USA,Tuna,11,B,309590.74
China,Seabass,23,B,341955.59
Japan,Banana Prawn,8,A,264515.94
China,Banana Prawn,26,A,430535.16
India,Salmon,2,A,250194.07
China,Tiger Prawn,30,B,398159.36
EU,Milkfish,11,C,105589.23
USA,Grouper,14,A,436452.36
EU,Mud Crab,16,B,330156.94
USA,Trout,31,A,348322.22
EU,Milkfish,14,A,439337.34
Japan,Black Tiger Shrimp,35,A,147259.52
EU,Black Tiger Shrimp,46,A,175824.66
China,Blue Swimmer Crab,42,A,465373.76
USA,Cod,7,C,374759.38
USA,Mud Crab,39,C,81806.2
India,Snapper,21,C,261494.29
Japan,Salmon,13,B,235877.4
China,Cod,45,B,400117.91
China,Mud Crab,14,C,384156.47
China,Salmon,19,A,130976.51
India,Cod,50,B,473983.75
USA,Vannamei,33,C,160350.24
USA,King Crab,16,B,188757.82
Japan,Mud Crab,40,A,252356.52
Japan,Rohu,30,C,279975.28
China,Barramundi,31,C,64244.64
India,Rohu,47,B,367537.92
India,Seabass,14,C,381108.54
Japan,Cod,4,B,37920.73
USA,Catfish,21,C,95938.98
Japan,Mud Crab,4,B,310501.18
